market,status,ldate,litho,rprice,ncore,bfreq,tdp,temp
Server,End of Life,2006.5,65,,2,2.16,31,100
Server,End of Interactive Support,,90,,1,3.2,110,72
Server,End of Interactive Support,,130,3587,1,2,57,69
Server,End of Life,2010,32,999,6,2.66,95,81.3
Server,Launched,2009,45,,4,2.4,80,76
Server,End of Life,2007.75,45,,4,2.8,80,67
Server,End of Life,2004.25,90,,1,3.2,103,72
Server,End of Interactive Support,,130,,1,3.2,92,71
Server,End of Interactive Support,,180,,1,2,77.5,78
Server,End of Life,2006,65,,2,2,31,100
Server,End of Life,,65,,2,1.6,65,65
Server,End of Life,2010,32,1222,6,2.8,95,81.3
Server,Launched,2009,45,940,4,2.53,80,76
Server,End of Life,2007.75,45,,4,3,80,67
Server,End of Interactive Support,,130,856,1,2,57,69
Server,End of Interactive Support,,130,,1,3.2,92,71
Server,End of Life,,65,,2,1.86,65,65
Server,End of Life,2010,32,1440,4,3.06,95,82.9
Server,End of Interactive Support,,,,1,0.6,,
Server,Launched,2009,45,,4,2.13,60,70
Server,End of Life,2009,45,340,4,2.83,65,76.25
Server,Launched,2008.5,45,,2,1.86,20,75
Embedded,Launched,2008,45,494,4,2.13,40,72
Server,End of Life,2006.75,65,,4,1.6,80,66
Server,End of Interactive Support,,130,1850,1,1.9,55,68
Server,End of Life,,130,,1,3.06,85,73
Server,End of Life,2006,65,,2,1.66,31,100
Server,Launched,2006.25,65,,2,2,65,65
Server,End of Life,,90,,2,2.8,135,72
Server,End of Life,,90,,1,3,110,72
Server,End of Life,2010,32,1443,6,2.93,95,81.3
Embedded,Launched,2009,45,403,2,2,38,85
Server,End of Life,2008,45,,4,2.5,95,71.4
Server,Launched,2008,45,393,4,2.33,50,57
Server,End of Life,2006.75,65,,4,1.86,80,66
Server,End of Interactive Support,,,,1,0.9,,
Server,End of Life,,65,,2,2.6,95,60
Server,End of Interactive Support,,130,,1,3.06,87,70
Server,Launched,,130,,1,1.8,55,69
Server,Launched,2006.25,65,478,2,2.33,65,65
Server,End of Life,,65,,2,1.86,65,61.4
Server,End of Life,,90,,1,3,103,72
Server,End of Life,2011,32,,4,3.2,95,82.9
Server,End of Life,2010,45,,4,1.87,95,70
Server,End of Life,2010,32,201,2,2.26,30,53.9
Embedded,Launched,2009,45,504,4,2.13,60,85
Server,End of Life,2008.5,45,1223,4,2.13,90,68
Embedded,Launched,2008,45,560,2,2.66,35,71
Server,End of Life,2008,45,413,4,2.5,50,57
Server,End of Life,2007,65,,4,2,80,66
Server,Launched,,90,,1,3,55,86
Server,End of Interactive Support,,180,,1,0.7,29.6,65
Server,End of Life,,65,,2,2.5,95,60
Server,End of Interactive Support,,180,,1,1.7,65.8,73
Server,End of Life,,65,,2,2.66,65,65
Server,End of Life,,65,,2,2.13,65,61.4
Server,End of Life,2011,32,1443,6,3.06,95,81.3
Server,End of Life,2010.5,32,594,6,3.2,130,67.9
Server,End of Life,2010,45,,6,1.87,105,64
Server,End of Life,2009.5,45,305,4,1.86,45,58.3
Server,Launched,2009,45,,4,2.26,60,70
Server,End of Life,2009,45,305,4,2.66,130,67.9
Server,End of Life,2008.5,45,,4,2.13,90,68
Server,End of Life,2008.5,45,202,4,2.66,95,71.4
Server,Launched,2008.25,45,,2,3,40,56
Server,End of Life,2008.5,45,601,4,2.66,50,57
Server,End of Life,2007.5,65,,4,1.6,80,66
Server,Launched,2007,65,,4,2.33,80,66
Server,End of Interactive Support,,180,,1,0.7,29.6,65
Server,End of Interactive Support,,90,,1,3,103,72
Server,End of Interactive Support,,180,,1,0.933,29.6,55
Server,End of Life,,65,,2,3,80,65
Server,End of Life,,65,1177,2,3,95,60
Server,End of Life,,65,,2,2.66,95,67
Server,End of Life,,65,,2,2.4,65,60.1
Server,End of Life,2010,32,1663,4,3.46,130,80.4
Server,End of Life,2010,45,,6,2,105,64
Server,Launched,2009.5,45,224,4,2.4,95,72.7
Server,Launched,2009.5,45,,4,2.4,60,70
Server,End of Life,2010,45,305,4,2.8,130,67.9
Server,End of Life,2008.5,45,2059,4,2.4,90,68
Server,End of Life,2007.75,45,912,4,3,120,63
Server,End of Life,2008,45,268,4,2.66,95,71.4
Server,End of Life,2007.5,65,,4,2.13,80,66
Server,End of Life,2007.75,65,,2,2.33,65,72
Server,Launched,,65,,2,1.6,40,
Server,End of Life,2007,65,,4,1.6,50,60
Server,End of Interactive Support,,180,,1,0.866,27.4,55
Server,End of Interactive Support,,250,,1,0.55,34,68
Server,End of Interactive Support,,180,,1,1.6,72,78
Server,End of Interactive Support,2003.75,130,,1,2.8,74,75
Server,End of Life,,65,,2,3,95,60
Server,End of Life,,65,,2,2.83,95,67
Server,End of Life,,90,,1,3.66,110,73
Server,Launched,,90,,1,2.8,110,72
Server,End of Interactive Support,,,,1,0.45,34.5,75
Embedded,Launched,2010,45,286,4,2,85,77.6
Server,End of Life,2010,45,,6,1.87,95,70
Server,End of Life,2009.5,45,230,4,2.53,95,72.7
Server,End of Life,2009,45,594,4,2.93,130,67.9
Server,Launched,2009,45,,4,3.2,130,67
Server,End of Life,2008.5,45,2391,6,2.4,90,68
Server,End of Life,2007,65,,4,1.6,40,72.2
Server,End of Life,2007.75,45,1245,4,3.16,120,63
Server,End of Life,2007.5,65,,4,2.4,80,66
Server,End of Interactive Support,,180,,1,0.8,25.4,55
Server,End of Interactive Support,,250,,1,0.55,39.5,68
Server,End of Interactive Support,,180,,1,1.5,68,76
Server,End of Life,,65,1391,2,3.2,150,69
Server,End of Interactive Support,,130,307,1,2.8,77,72
Server,End of Life,,65,177,2,3,95,67
Server,End of Life,,65,,2,2.66,65,60.1
Server,End of Interactive Support,,90,,1,3.33,129,73
Server,End of Life,,90,,1,2.8,103,72
Server,End of Interactive Support,,,,1,0.45,46.7,75
Server,End of Life,2010,32,594,6,3.33,130,67.9
Server,End of Life,2010,32,1666,6,3.33,130,78.5
Embedded,Launched,2010,45,326,4,2.13,65,74.6
Embedded,Launched,2010,45,417,2,2.27,65,74.6
Server,Launched,2009.5,45,261,4,2.66,95,72.7
Server,End of Life,2010,45,,8,1.87,95,70
Server,Launched,2009.5,45,,4,3.33,130,67
Server,End of Life,2009.5,45,305,4,3.06,130,67.9
Server,End of Life,2008.5,45,1467,4,3.33,120,63
Server,End of Life,2008,45,179,2,3,65,72.4
Server,End of Life,2008,45,287,4,2.83,95,71.4
Server,Launched,2007.75,45,,2,3.33,80,66
Server,End of Interactive Support,,90,,1,2.8,110,72
Server,Launched,2006.25,65,,2,1.86,40,58
Server,End of Life,2007,65,,4,1.86,50,60
Server,End of Interactive Support,,180,,1,0.733,23.3,55
Server,End of Interactive Support,,250,,1,0.55,34,68
Server,End of Life,,65,,2,3.16,150,69
Server,End of Interactive Support,,130,,1,2.66,72,74
Server,End of Interactive Support,,180,,1,1.5,59.2,70
Server,End of Life,,90,1177,2,2.66,165,76
Server,End of Life,,65,,2,3.2,130,78
Server,End of Life,,90,,1,3.16,110,73
Server,End of Life,,90,,1,3.5,110,73
Server,End of Life,2011,32,1663,4,3.6,130,80.4
Server,End of Interactive Support,,,,1,0.45,46.7,75
Embedded,Launched,2010,45,221,1,1.73,23,94.5
Embedded,Launched,2010,45,503,4,2.53,85,77.6
Server,End of Life,2010,45,,6,2.67,130,69
Server,End of Life,2010,,,4,1.73,105,64
Server,End of Life,2009.5,45,339,4,2.8,95,72.7
Server,End of Life,2009.75,45,305,4,3.2,130,
Server,Launched,2009,45,,4,2.66,95,75
Server,End of Life,2008.5,45,,4,2.13,50,65
Server,Launched,2008.5,45,,2,3.5,80,61
Server,Launched,2017.5,14,,18,2.3,140,66
Server,End of Life,2007.75,45,,4,3,120,63
Server,Launched,2017.5,14,1440,10,3.3,140,68
Server,Launched,2017.5,14,1113,8,3.7,140,70
Server,Launched,2017.5,14,835,6,3.7,140,64
Server,Launched,2017.5,14,617,6,3.6,140,65
Server,Launched,2017.5,14,444,4,4,120,64
Server,Launched,2017.5,14,294,4,3.6,120,65
Server,End of Life,2007.5,65,,4,2.4,80,66
Server,End of Life,2007.5,65,,4,2,50,60
Server,Launched,,65,,2,2.2,40,
Server,End of Life,2007,65,,4,2.13,105,62.2
Server,End of Life,,65,369,2,3.2,95,67
Server,End of Interactive Support,,180,,1,0.667,21.3,55
Server,End of Interactive Support,,250,,1,0.5,36,75
Server,End of Interactive Support,,130,1100,1,1.5,48,67
Server,End of Life,,65,,2,3.4,150,69
Server,End of Interactive Support,2002.75,130,,1,2.4,65,74
Server,End of Life,,90,1980,2,2.8,165,76
Server,End of Interactive Support,,90,,1,3,129,73
Server,End of Life,,90,,1,2.8,103,72
Server,End of Life,2011,32,,6,3.46,130,67.9
Server,End of Life,2011,32,1666,6,3.46,130,78.5
Server,End of Interactive Support,,,,1,0.4,30.8,75
Embedded,Launched,2010,45,326,2,1.73,35,94.5
Embedded,Launched,2010,45,493,4,1.73,48,92.5
Server,End of Life,2010,45,,8,2,130,69
Server,End of Life,2010,45,,6,2,105,
Server,End of Life,2009.5,45,339,4,2.93,95,72.7
Server,End of Life,2009,45,1059,4,3.2,130,67.9
Server,Launched,2009,45,,4,2.8,95,75
Server,End of Life,2008.5,45,,6,2.13,65,73
Embedded,Launched,2008,45,,1,2.4,30,
Server,End of Life,2008.5,45,339,4,3,95,71.4
Server,End of Life,2008.5,45,,2,3.16,65,72.4
Server,End of Life,2007.75,45,,2,3.4,80,66
Server,End of Life,2007.75,45,,4,3.2,150,63
Server,End of Life,2007.5,65,,4,1.86,50,66
Server,End of Life,2007.5,65,,2,2.4,80,64
Server,Launched,2006.25,65,494,2,2.13,35,70.8
Server,End of Life,2006.75,65,,4,2.66,120,70
Server,End of Life,2007,65,,4,2.4,105,62.2
Server,End of Interactive Support,,180,,1,0.6,19.2,55
Server,End of Interactive Support,,250,,1,0.5,36.2,75
Server,End of Interactive Support,,180,,1,1.4,64,74
Server,End of Life,,65,,2,3.33,150,69
Server,End of Interactive Support,,130,,1,2.4,77,72
Server,End of Life,,90,3157,2,3,165,76
Server,End of Life,,65,,2,3.46,130,78
Server,End of Interactive Support,,90,,1,3,,
Server,End of Interactive Support,,,,1,0.4,18.6,65
Server,End of Life,2010.25,45,623,4,3.06,95,72.7
Embedded,Launched,2010,45,493,4,2.13,60,85
Server,End of Life,2010,45,,8,2.27,130,
Server,End of Life,2010,45,,8,2,130,69
Server,End of Life,2009,45,562,4,3.16,95,71.4
Server,End of Life,2009.5,45,1059,4,3.33,130,67.9
Server,Launched,2009,45,,4,2.93,95,75
Server,End of Life,2008.5,45,2837,6,2.66,130,64
Server,End of Life,2008.5,45,,4,3.4,150,63
Server,End of Life,2009,45,243,2,3,45,78.65
Server,End of Life,2007.5,65,,4,2.66,95,60.4
Server,End of Life,2007.5,65,,4,2.93,130,66
Server,End of Life,2007.5,65,,2,2.93,80,64
Server,End of Life,2007.5,65,,4,3,150,63
Server,End of Life,,65,,2,3.5,150,69
Server,End of Interactive Support,,250,,1,0.5,44,75
Server,End of Interactive Support,,180,,1,1,30.8,55
Server,End of Life,2002,130,,1,2,58,70
Server,End of Interactive Support,,180,,1,1.4,56,69
Server,End of Life,,90,3157,2,3,165,76
Server,Launched,2006.25,65,,2,2.33,40,58
Server,End of Life,,65,851,2,3.73,130,78
Server,Launched,,90,,1,2.83,129,73
Server,End of Life,2012.75,22,,60,1.05,225,
Server,End of Life,2013.25,22,,60,1.05,245,
Server,End of Life,2013.25,22,,61,1.24,300,
Server,End of Life,2013.25,22,,61,1.24,300,
Server,End of Life,2014,22,,61,1.24,270,
Server,End of Life,2014.25,22,,61,1.24,300,
Server,Launched,2016.75,14,3213,72,1.5,245,
Server,Launched,2016.75,14,2591,68,1.4,230,
Server,Launched,2016.25,14,2436,68,1.4,215,
Server,Launched,2016.75,14,2147,64,1.3,230,
Server,Launched,2016.25,14,1992,64,1.3,215,
Server,Launched,2016.75,14,2036,64,1.3,230,
Server,Launched,2016.25,14,1881,64,1.3,215,
Server,Launched,2017.25,32,3750,4,2.53,170,95
Server,Launched,2017.25,32,2650,8,2.13,170,95
Server,Launched,2017.25,32,1350,4,1.73,130,95
Server,Launched,2012.75,32,2650,8,2.13,170,95
Server,Launched,2012.75,32,3750,4,2.4,170,95
Server,Launched,2012.75,32,4650,8,2.53,170,95
Server,End of Life,2011.25,32,774,6,1.73,105,64
Server,Launched,2014,22,,12,2.3,105,68
Server,Launched,2015.25,22,1223,8,2,115,70
Server,Launched,2016.25,14,1223,8,2.1,115,69
Server,Launched,2017.5,14,223,6,1.7,85,78
Desktop,End of Interactive Support,2007,65,,1,3.6,65,64.4
Mobile,Launched,2013,22,75,2,1.8,35,105
Embedded,Launched,2014,22,86,2,2.2,37,100
Desktop,End of Life,2013,22,64,2,2.8,55,
Server,Launched,2015.75,14,103,2,1.2,20,
Mobile,Launched,2011.75,32,,4,2.7,55,100
Mobile,Launched,2014.25,22,281,2,1.6,11.5,100
Desktop,End of Life,2013.25,22,224,4,3.4,84,72.72
Mobile,Launched,2014.5,22,426,2,3,28,100
Mobile,Launched,2014.5,14,,2,0.8,4.5,95
Mobile,Launched,2014.5,14,,2,0.8,4.5,95
Mobile,Launched,2015,14,281,2,2.2,15,105
Mobile,Launched,2015,14,315,2,1.6,15,105
Mobile,Launched,2015,14,315,2,2.7,28,105
Mobile,Launched,2015,14,315,2,2.9,28,105
Mobile,Launched,2015,14,281,2,2.3,15,105
Mobile,Launched,2015.25,14,289,2,3.1,47,105
Mobile,Launched,2015,14,315,2,1.8,15,105
Desktop,Launched,2015.25,14,244,4,2.8,65,
Desktop,Launched,2015.25,14,277,4,3.1,65,
Mobile,Launched,2015,14,275,2,2,15,105
Desktop,Launched,2015.25,14,265,4,3.1,65,
Mobile,Launched,2015,14,281,2,2.1,15,105
Mobile,Launched,2015,14,275,2,2.1,15,105
Mobile,Launched,2015,14,281,2,2.2,15,105
Mobile,Launched,2015,14,315,2,2.5,28,105
Mobile,Launched,2014.75,14,281,2,0.8,4.5,95
Mobile,Launched,2014.75,14,281,2,0.9,4.5,95
Mobile,Launched,2014.75,14,281,2,1.1,4.5,95
Mobile,Launched,2014.5,14,,2,1.1,4.5,95
Mobile,Launched,2014.75,14,281,2,1.2,4.5,95
Mobile,Launched,2013.5,22,426,2,2.8,28,100
Mobile,Launched,2013.5,22,426,2,1.5,15,100
Mobile,Launched,2014.25,22,393,2,2,15,100
Mobile,Launched,2013.5,22,393,2,1.8,15,100
Mobile,Launched,2013.5,22,426,2,1.7,15,100
Mobile,Launched,2013.5,22,393,2,1.7,11.5,100
Mobile,Launched,2014,22,,2,3,37,100
Mobile,Launched,2013.5,22,393,2,2.1,15,100
Mobile,Launched,2013.75,22,346,2,2.9,37,100
Desktop,End of Life,2014.25,22,303,4,2.7,45,71.45
Desktop,Launched,2014.25,22,312,4,3.2,65,71.35
Desktop,End of Life,2014.25,22,312,4,3.6,84,72.72
Desktop,End of Life,2014.25,22,303,4,2.2,35,66.35
Desktop,End of Life,2013.5,22,320,4,3.5,84,72
Embedded,Launched,2013.25,22,303,4,2.3,45,71.45
Desktop,End of Life,2013.25,22,303,4,2.5,45,71.45
Desktop,Launched,2013.25,22,305,4,3.1,65,71.35
Desktop,End of Life,2013.25,22,358,4,3.2,65,
Desktop,End of Life,2013.25,22,312,4,3.4,84,72.72
Desktop,End of Life,2013.25,22,303,4,2,35,66.35
Desktop,End of Life,2013.25,22,350,4,3.5,84,72.72
Desktop,End of Life,2014.25,22,350,4,4,88,74.04
Mobile,Launched,2014.5,22,434,4,2.2,47,100
Mobile,Launched,2014.25,22,434,4,2.1,47,100
Mobile,Launched,2013.5,22,434,4,2,47,100
Mobile,Launched,,22,378,4,2.4,37,100
Mobile,Launched,,22,378,4,2.6,47,100
Mobile,Launched,2014.25,22,378,4,2.3,37,100
Mobile,Launched,2014.25,22,378,4,2.3,37,100
Mobile,Launched,2014.25,22,378,4,2.5,47,100
Mobile,Launched,2014.25,22,378,4,2.5,47,100
Mobile,Launched,2013.25,22,378,4,2.2,37,100
Mobile,Launched,2013.25,22,,4,2.2,37,100
Embedded,Launched,2014,22,459,4,2,27,100
Mobile,Launched,2013.25,22,378,4,2.4,47,100
Mobile,Launched,2013.25,22,378,4,2.4,47,100
Embedded,Launched,2013.25,22,378,4,2.4,47,100
Embedded,Launched,2014,22,459,4,2.7,43,100
Mobile,Launched,2014.5,22,434,4,2.5,47,100
Mobile,Launched,2014,22,434,4,2.4,47,100
Mobile,Launched,2013.5,22,434,4,2.3,47,100
Mobile,Launched,2014,22,378,4,2.8,47,100
Mobile,Launched,2013.25,22,380,4,2.7,47,100
Mobile,Launched,2014.5,22,623,4,2.8,47,100
Mobile,Launched,2013.75,22,623,4,2.6,47,100
Mobile,Launched,2013.5,22,623,4,2.4,47,100
Mobile,Launched,2014,22,570,4,2.9,47,100
Mobile,Launched,2013.25,22,570,4,2.8,47,100
Mobile,Launched,2013.5,22,315,2,2.6,28,100
Mobile,Launched,2014.5,22,315,2,2.6,28,100
Mobile,Launched,2014.25,22,315,2,1.4,15,100
Mobile,Launched,2013.5,22,315,2,2.4,28,100
Mobile,Launched,2013.5,22,315,2,1.3,15,100
Mobile,Launched,2014.25,22,281,2,1.6,11.5,100
Mobile,Launched,2013.5,22,281,2,1.5,11.5,100
Mobile,Launched,2014.25,22,281,2,1.7,15,100
Mobile,Launched,2014.25,22,225,2,2.6,37,100
Mobile,Launched,2014.5,22,225,2,2.9,47,100
Mobile,Launched,2013.5,22,281,2,1.6,11.5,100
Mobile,Launched,2013.5,22,281,2,1.4,11.5,100
Mobile,Launched,2013.5,22,281,2,1.6,15,100
Mobile,Launched,2013.75,22,225,2,2.5,37,100
Mobile,Launched,2014,22,,2,1.5,15,100
Mobile,Launched,2013.75,22,225,2,2.8,47,100
Mobile,Launched,2013.5,22,315,2,1.4,15,100
Mobile,Launched,2014,22,266,2,2.9,37,100
Mobile,Launched,2013.75,22,266,2,2.8,37,100
Mobile,Launched,2014,22,281,2,2,15,100
Mobile,Launched,2014,22,,2,2.7,37,100
Mobile,Launched,2014.5,22,315,2,2.8,28,100
Mobile,Launched,2013.5,22,,2,1.6,11.5,100
Mobile,Launched,2013.5,22,281,2,1.6,11.5,100
Mobile,Launched,2013.5,22,281,2,1.9,15,100
Mobile,Launched,2013.75,22,227,2,2.6,37,100
Desktop,End of Life,2013.25,22,187,4,3,84,72.72
Desktop,End of Life,2013.5,22,187,4,3.1,84,72.72
Desktop,End of Life,2013.5,22,187,4,2.8,65,71.35
Desktop,End of Life,2013.25,22,182,4,2.7,65,71.35
Desktop,End of Life,2014.25,22,187,4,3.2,84,72.72
Desktop,End of Life,2014.25,22,182,4,2.9,65,71.35
Desktop,End of Life,2014.25,22,182,4,1.9,35,66.35
Embedded,Launched,2013.5,22,266,2,2.7,37,100
Embedded,Launched,2013.5,22,266,2,1.6,25,100
Embedded,Launched,2014,22,324,2,2.5,27,100
Embedded,Launched,2014.25,22,266,2,2.9,37,100
Embedded,Launched,2014.25,22,266,2,1.8,25,100
Desktop,Launched,2014.25,22,192,4,2,35,66.35
Desktop,Launched,2014.25,22,202,4,3,65,71.35
Desktop,End of Life,2014.25,22,202,4,3.3,84,72.72
Embedded,Launched,2013.25,22,192,2,2.7,35,66.35
Desktop,End of Life,2013.25,22,195,2,2.9,35,66.35
Desktop,Launched,2013.25,22,195,4,2.9,65,71.35
Desktop,End of Life,2013.25,22,255,4,2.7,65,
Desktop,End of Life,2013.25,22,202,4,3.2,84,72.72
Desktop,End of Life,2014.25,22,213,4,2.5,45,71.45
Desktop,End of Life,2014.25,22,224,4,3.2,65,71.35
Desktop,End of Life,2014.25,22,243,4,3.5,88,72.72
Desktop,End of Life,2014.25,22,224,4,3.5,84,72.72
Desktop,End of Life,2013.25,22,213,4,2.3,45,71.45
Desktop,End of Life,2013.25,22,276,4,3,65,
Desktop,End of Life,2013.25,22,213,4,3.1,65,71.35
Desktop,End of Life,2013.25,22,243,4,3.4,84,72.72
Mobile,End of Interactive Support,2009.25,45,,1,1.3,5.5,100
Mobile,End of Interactive Support,,65,,1,1.73,31,100
Mobile,End of Interactive Support,,65,,1,1.66,27,100
Mobile,End of Interactive Support,,65,,1,1.86,31,100
Mobile,End of Interactive Support,,65,,1,1.83,27,100
Mobile,End of Interactive Support,,65,,1,1.06,6,100
Mobile,End of Interactive Support,,65,,1,1.2,6,100
Mobile,End of Interactive Support,,65,,1,1.33,5.5,100
Mobile,End of Interactive Support,2007.5,65,,1,1.06,5.5,100
Mobile,End of Interactive Support,2007.5,65,,1,1.2,5.5,100
Mobile,End of Interactive Support,2009.25,45,,1,1.4,5.5,100
Mobile,End of Interactive Support,2008.5,45,,1,1.2,5.5,100
Mobile,End of Interactive Support,,65,,2,1.06,9,100
Mobile,End of Interactive Support,2006,65,,2,1.2,9,100
Mobile,End of Interactive Support,2006.5,65,,2,1.06,10,100
Mobile,End of Interactive Support,2006.5,65,,2,1.06,10,100
Mobile,End of Interactive Support,2007.25,65,,2,1.2,10,100
Mobile,End of Interactive Support,,65,,2,1.2,10,100
Mobile,End of Interactive Support,2008,65,,2,1.33,10,100
Mobile,End of Interactive Support,,65,,2,1.6,31,100
Mobile,End of Interactive Support,,65,,2,1.73,31,100
Mobile,End of Interactive Support,,65,,2,1.66,31,100
Mobile,End of Interactive Support,,65,,2,1.66,31,100
Mobile,End of Interactive Support,,65,,2,1.86,31,100
Mobile,End of Interactive Support,,65,,2,1.83,31,100
Mobile,End of Interactive Support,,65,,2,2,31,100
Mobile,End of Interactive Support,2006,65,,2,2,31,100
Mobile,End of Interactive Support,,65,,2,2.16,31,100
Mobile,End of Interactive Support,,65,,2,1.6,34,85
Mobile,End of Interactive Support,,65,,2,2.33,31,100
Mobile,End of Interactive Support,,65,,2,1.5,35,100
Mobile,End of Interactive Support,,65,,2,1.4,35,100
Mobile,End of Interactive Support,,65,,2,1.73,34,100
Mobile,End of Interactive Support,,65,,2,1.66,35,100
Mobile,End of Interactive Support,,65,,2,1.6,35,100
Mobile,End of Interactive Support,,65,,2,1.66,34,100
Mobile,End of Interactive Support,,65,,2,1.83,35,100
Mobile,End of Interactive Support,,65,,2,1.83,34,100
Mobile,End of Interactive Support,2008.25,65,,2,1.8,35,100
Mobile,End of Interactive Support,2008,65,,2,2,35,85
Mobile,End of Interactive Support,2008.75,65,,2,2,35,85
Mobile,End of Interactive Support,,65,,2,2,35,100
Mobile,End of Interactive Support,2009,45,,2,2,35,105
Mobile,End of Interactive Support,2009.25,45,,2,2.1,35,105
Mobile,End of Interactive Support,2009,45,,2,2.2,35,90
Mobile,End of Interactive Support,2009.5,45,,2,2.2,35,105
Mobile,Launched,2014.25,22,281,2,1.9,15,100
Mobile,Launched,2014.25,22,275,2,1.9,15,100
Mobile,Launched,2013.5,22,281,2,1.5,11.5,100
Mobile,Launched,2013.5,22,281,2,1.5,11.5,100
Mobile,Launched,2013.5,22,281,2,1.3,11.5,100
Mobile,Launched,2013.5,22,281,2,1.7,15,100
Mobile,Launched,2013.5,22,275,2,1.7,15,100
Mobile,Launched,2013.75,22,225,2,2.4,37,100
Desktop,End of Life,2013.5,22,117,2,3.4,54,72
Mobile,End of Interactive Support,2007.25,65,,2,1.8,35,100
Desktop,End of Life,2013.5,22,117,2,2.9,35,66.4
Mobile,End of Interactive Support,,65,,2,2,34,100
Mobile,End of Interactive Support,2007.5,65,,2,2,35,100
Mobile,End of Interactive Support,2007.25,65,,2,2,35,100
Mobile,End of Interactive Support,2006.5,65,213,2,2.16,34,100
Mobile,End of Interactive Support,2006.5,65,,2,2.2,35,100
Mobile,End of Interactive Support,2007.5,65,,2,2.33,34,100
Mobile,End of Interactive Support,2007.25,65,,2,2.4,35,100
Mobile,End of Interactive Support,2008,45,,2,2.1,35,105
Mobile,End of Interactive Support,2008,45,,2,2.4,35,105
Mobile,End of Interactive Support,2007.5,65,,2,2.6,35,100
Mobile,End of Interactive Support,2008,45,,2,2.5,35,105
Mobile,End of Interactive Support,2008.5,45,331,2,2.53,35,105
Mobile,End of Interactive Support,2008,45,,2,2.6,35,105
Mobile,End of Interactive Support,2008.75,45,,2,2.66,35,105
Mobile,End of Interactive Support,2008.5,45,,2,2.8,35,105
Mobile,End of Interactive Support,2008.75,45,,2,2.93,35,105
Mobile,End of Interactive Support,2009.25,45,,2,3.06,35,105
Mobile,End of Interactive Support,2008.5,45,245,2,1.2,10,105
Mobile,End of Interactive Support,2008.5,45,,2,1.4,10,105
Mobile,End of Interactive Support,2009,45,,2,1.6,10,105
Mobile,End of Interactive Support,2008.5,45,247,2,2.26,25,105
Mobile,End of Interactive Support,2008.5,45,,2,2.4,25,105
Mobile,End of Interactive Support,2009,45,,2,2.53,25,105
Desktop,End of Life,2014.25,22,117,2,3.5,54,72
Desktop,End of Life,2014.25,22,117,2,3,35,66.4
Desktop,End of Life,2014.5,22,117,2,3.6,54,72
Desktop,End of Life,2014.5,22,117,2,3.1,35,66.4
Desktop,End of Life,2015,22,117,2,3.7,54,72
Desktop,End of Life,2015,22,117,2,3.2,35,66.4
Mobile,Launched,2013.5,22,315,2,2,28,100
Mobile,Launched,2014.25,22,281,2,2,15,100
Embedded,Launched,2014.25,22,225,2,1.8,25,100
Mobile,Launched,2014.25,22,225,2,2.6,37,100
Embedded,Launched,2014.25,22,225,2,2.6,37,100
Embedded,Launched,2013.5,22,225,2,1.6,25,100
Mobile,Launched,2013.75,22,225,2,2.5,37,100
Mobile,Launched,2013.5,22,281,2,1.8,15,100
Embedded,Launched,2013.5,22,225,2,2.4,37,100
Desktop,End of Life,2015,22,138,2,3.3,35,66.4
Desktop,End of Life,2014.5,22,147,2,3.8,54,66.4
Desktop,End of Life,2014.5,22,138,2,3.2,35,66.4
Desktop,Launched,2014.25,22,147,2,3.7,54,72
Desktop,Launched,2014.25,22,138,2,3.1,35,66.4
Desktop,End of Life,2014.25,22,147,2,3.6,54,72
Desktop,End of Life,2013.5,22,157,2,3.6,54,66.8
Embedded,Launched,2013.5,22,122,2,2.4,35,72
Embedded,Launched,2014.25,22,138,2,2.6,35,72
Desktop,End of Life,2013.5,22,138,2,3,35,66.4
Mobile,End of Interactive Support,2008.5,45,247,2,1.8,17,105
Mobile,End of Interactive Support,2008.5,45,247,2,1.86,17,105
Mobile,End of Interactive Support,2009,45,,2,2.13,17,105
Mobile,End of Interactive Support,2008.5,45,,2,1.6,17,105
Mobile,End of Interactive Support,2008.5,45,,2,2,25,
Mobile,End of Interactive Support,2008.75,45,,2,2,25,
Mobile,End of Interactive Support,2009,45,,2,2.13,25,90
Mobile,End of Interactive Support,2009.5,45,,2,2.26,25,90
Mobile,End of Interactive Support,2009.5,45,,2,2.26,25,105
Mobile,End of Interactive Support,2008.5,45,211,2,2.26,25,105
Mobile,End of Interactive Support,2008.5,45,211,2,2.4,25,105
Mobile,End of Interactive Support,2008.75,45,,2,2.53,25,105
Mobile,End of Interactive Support,2009.25,45,253,2,2.66,25,105
Mobile,End of Interactive Support,2008.5,45,364,2,2.53,25,105
Mobile,End of Interactive Support,2008.75,45,,2,2.66,25,105
Mobile,End of Interactive Support,2009.25,45,,2,2.8,28,105
Mobile,End of Interactive Support,,65,,2,1.83,15,100
Mobile,End of Interactive Support,,65,,2,1.5,15,100
Mobile,End of Interactive Support,2006,65,,2,1.66,15,100
Mobile,End of Interactive Support,2007,65,,2,1.33,17,100
Mobile,End of Interactive Support,2007.25,65,,2,1.4,17,100
Mobile,End of Interactive Support,2006.5,65,,2,1.5,17,100
Mobile,End of Interactive Support,2006.5,65,,2,1.6,17,100
Mobile,End of Interactive Support,2007.5,65,,2,1.8,17,100
Desktop,End of Interactive Support,2006.5,65,,2,1.8,65,61.4
Desktop,Launched,2013.5,22,147,2,3.5,54,66.8
