market,status,ldate,litho,rprice,ncore,bfreq,tdp,temp
Desktop,End of Interactive Support,2007.25,65,,2,2,65,73.3
Desktop,End of Interactive Support,2007.5,65,,2,2.2,65,73.3
Desktop,End of Interactive Support,2007.75,65,,2,2.4,65,73.3
Desktop,End of Interactive Support,2008,65,,2,2.6,65,73.3
Desktop,End of Interactive Support,2006.5,65,,2,1.86,65,61.4
Desktop,End of Interactive Support,2006.5,65,,2,2.13,65,61.4
Desktop,End of Interactive Support,2007.25,65,,2,1.86,65,60.1
Desktop,End of Interactive Support,2007.25,65,,2,2.13,65,60.1
Desktop,End of Interactive Support,2007.5,65,,2,2.33,65,72
Desktop,End of Interactive Support,2007.5,65,,2,2.33,65,72
Desktop,End of Interactive Support,2006.5,65,,2,2.4,65,60.1
Desktop,End of Interactive Support,2006.5,65,,2,2.66,65,60.1
Desktop,End of Interactive Support,2007.5,65,,2,2.66,65,72
Desktop,End of Interactive Support,2007.5,65,,2,3,65,72
Desktop,End of Interactive Support,2008.25,45,,2,2.53,65,74.1
Desktop,End of Interactive Support,2008.5,45,117,2,2.66,65,74.1
Desktop,End of Interactive Support,2008,45,125,2,2.8,65,74.1
Desktop,End of Interactive Support,2009,45,125,2,2.93,65,74.1
Desktop,End of Interactive Support,2009.25,45,147,2,3.06,65,74.1
Desktop,End of Interactive Support,2008,45,,2,2.66,65,72.4
Desktop,End of Interactive Support,2008,45,,2,2.66,65,72.4
Desktop,End of Interactive Support,2008.25,45,,2,2.83,65,72.4
Desktop,End of Interactive Support,2008,45,179,2,3,65,72.4
Desktop,End of Interactive Support,2008,45,200,2,3.16,65,72.4
Desktop,End of Interactive Support,2008.5,45,285,2,3.33,65,72.4
Desktop,End of Interactive Support,2007,65,,4,2.4,105,71
Desktop,End of Interactive Support,2007.5,65,,4,2.66,105,62.2
Desktop,End of Interactive Support,2008.5,45,179,4,2.33,95,71.4
Desktop,End of Interactive Support,2009,45,232,4,2.33,65,76.3
Desktop,End of Interactive Support,2008.75,45,179,4,2.5,95,71.4
Desktop,End of Interactive Support,2009.25,45,179,4,2.66,95,71.4
Desktop,End of Interactive Support,2009.25,45,232,4,2.66,65,76.3
Mobile,End of Interactive Support,2009,45,364,4,2,45,100
Mobile,End of Interactive Support,2008.5,45,,4,2.26,45,100
Desktop,End of Interactive Support,2008,45,200,4,2.5,95,71.4
Desktop,End of Interactive Support,2008.5,45,200,4,2.66,95,71.4
Desktop,End of Interactive Support,2009,45,254,4,2.66,65,76.3
Desktop,End of Interactive Support,2008,45,,4,2.66,95,71.4
Desktop,End of Interactive Support,,45,,4,2.83,95,71.4
Desktop,End of Interactive Support,2009.5,45,234,4,2.83,95,71.4
Desktop,End of Interactive Support,2009.5,45,,4,2.83,65,76.3
Desktop,End of Interactive Support,2008,45,287,4,2.83,95,71.4
Desktop,End of Interactive Support,2009,45,340,4,2.83,65,76.3
Desktop,End of Interactive Support,2008.5,45,339,4,3,95,71.4
Mobile,End of Interactive Support,2010,32,138,2,2.13,35,105
Mobile,End of Interactive Support,2010,32,177,2,2.13,35,105
Mobile,End of Interactive Support,2010.25,32,,2,1.2,18,105
Mobile,End of Interactive Support,2010,32,,2,2.26,35,105
Mobile,End of Interactive Support,2010.5,32,,2,2.4,35,105
Mobile,End of Interactive Support,2010.5,32,,2,2.53,35,105
Mobile,End of Interactive Support,2010.75,32,,2,1.33,18,105
Desktop,End of Interactive Support,2010,32,117,2,2.93,73,72.6
Desktop,End of Interactive Support,2010,32,117,2,3.06,73,72.6
Desktop,End of Interactive Support,2010.25,32,117,2,3.2,73,72.6
Mobile,End of Interactive Support,2010,32,,2,2.26,35,105
Mobile,End of Interactive Support,2010.25,32,,2,1.2,18,105
Mobile,End of Interactive Support,2010.25,32,,2,2.4,35,105
Mobile,End of Interactive Support,2010.5,32,,2,2.53,35,105
Mobile,End of Interactive Support,2010.75,32,,2,1.33,18,105
Embedded,Launched,2010,32,210,2,2.4,35,105
Mobile,End of Interactive Support,2010,32,227,2,2.4,35,105
Mobile,End of Interactive Support,2010,32,,2,1.07,18,105
Mobile,End of Interactive Support,2010,32,269,2,2.53,35,105
Mobile,End of Interactive Support,2010.25,32,,2,1.2,18,105
Mobile,End of Interactive Support,2010.5,32,,2,2.66,35,105
Mobile,End of Interactive Support,2010.5,32,,2,1.33,18,105
Mobile,End of Interactive Support,2010.5,32,,2,2.66,35,105
Desktop,End of Interactive Support,2010,32,177,2,3.2,73,72.6
Desktop,End of Interactive Support,2010.25,32,177,2,3.2,73,72.6
Desktop,End of Interactive Support,2010,32,193,2,3.33,73,72.6
Desktop,End of Interactive Support,2010,32,177,2,3.33,87,69.8
Desktop,End of Interactive Support,2010,32,305,2,3.46,73,72.6
Desktop,End of Interactive Support,2009.5,45,213,4,2.66,95,72.7
Desktop,End of Interactive Support,2010,45,279,4,2.4,82,76.7
Desktop,End of Interactive Support,2010.5,45,213,4,2.8,95,72.7
Embedded,Launched,2010,32,247,2,2,25,105
Mobile,End of Interactive Support,2010,32,,2,2,25,105
Mobile,End of Interactive Support,2010,32,250,2,2.66,35,105
Embedded,Launched,2010,32,248,2,1.06,18,105
Mobile,End of Interactive Support,2010,32,,2,1.06,18,105
Mobile,End of Interactive Support,2010,32,,2,2.13,25,105
Mobile,End of Interactive Support,2010.5,32,,2,2.8,35,105
Mobile,End of Interactive Support,2010,32,,2,1.2,18,105
Mobile,End of Interactive Support,2010.5,32,,2,2.26,25,105
Mobile,End of Interactive Support,2010,32,248,2,1.33,18,105
Mobile,End of Interactive Support,2010.25,32,,2,1.33,18,105
Mobile,End of Interactive Support,2010.5,32,,2,1.46,18,105
Mobile,End of Interactive Support,2010.5,45,380,4,1.73,45,100
Mobile,End of Interactive Support,2010.5,45,570,4,1.86,45,100
Desktop,End of Interactive Support,2010,45,362,4,2.53,82,
Desktop,End of Interactive Support,2009.5,45,305,4,2.93,95,72.7
Desktop,End of Interactive Support,2010.25,45,,4,2.66,82,
Desktop,End of Interactive Support,2010.25,45,353,4,2.93,95,72.7
Desktop,End of Interactive Support,2010.25,45,,4,3.06,95,72.7
Desktop,End of Interactive Support,2010,45,305,4,2.8,130,67.9
Desktop,End of Interactive Support,2008.75,45,555,4,2.93,130,67.9
Desktop,End of Interactive Support,2009.25,45,305,4,3.06,130,67.9
Desktop,End of Interactive Support,2009.75,45,305,4,3.2,130,67.9
Desktop,End of Interactive Support,2010.5,32,594,6,3.2,130,67.9
Desktop,End of Interactive Support,2011.25,32,594,6,3.33,130,68.8
Desktop,End of Interactive Support,2010.5,32,117,2,3.33,73,72.6
Mobile,End of Interactive Support,2011,32,,2,2.66,35,105
Mobile,End of Interactive Support,2011,32,,2,2.66,35,105
Desktop,End of Interactive Support,2010.25,32,305,2,3.6,73,72.6
Mobile,End of Interactive Support,2010,32,232,2,2.53,35,105
Mobile,End of Interactive Support,2009.5,45,380,4,1.6,45,100
Mobile,End of Interactive Support,2009.5,45,,4,1.73,45,100
Desktop,End of Interactive Support,2009.5,45,305,4,2.8,95,72.7
Desktop,End of Interactive Support,2008.75,45,305,4,2.66,130,67.9
Desktop,End of Life,2011,32,120,2,3.1,65,69.1
Desktop,End of Life,2011,32,132,2,2.5,35,65
Desktop,End of Life,2011.25,32,134,2,3.1,65,69.1
Desktop,End of Life,2011.25,32,,2,3.1,65,69.1
Embedded,Launched,2012.25,,293,2,2,25,100
Desktop,Launched,2011,32,120,2,3.3,65,69.1
Desktop,End of Life,2011.5,32,121,2,2.6,35,65
Desktop,End of Life,2011.5,32,144,2,3.3,65,69.1
Desktop,End of Life,2011.5,32,117,2,3.4,65,69.1
Mobile,Launched,2011,32,,2,2.1,35,100
Embedded,Launched,2011,32,187,2,2.1,35,100
Mobile,Launched,2011.25,32,,2,2.1,35,85
Mobile,Launched,2012.5,32,,2,2.2,35,100
Mobile,Launched,2011.25,32,,2,2.2,35,100
Mobile,Launched,2011.25,32,187,2,2.2,35,100
Embedded,Launched,2011.25,32,209,2,1.3,17,100
Mobile,Launched,2013,32,,2,2.3,35,100
Mobile,Launched,2011.75,32,,2,2.3,35,100
Mobile,Launched,2011.25,32,,2,1.3,17,100
Mobile,Launched,2012.5,32,,2,1.4,17,100
Mobile,Launched,2011.75,32,250,2,1.4,17,100
Mobile,Launched,2012,32,,2,2.4,35,100
Mobile,Launched,2013,32,,2,1.5,17,100
Mobile,Launched,2012.25,32,,2,1.5,17,100
Desktop,End of Life,2011,32,187,4,2.8,95,72.6
Desktop,End of Life,2011.25,32,,4,2.9,95,72.6
Desktop,End of Life,2011.5,32,177,4,3,95,72.6
Desktop,End of Life,2012,32,187,4,3.1,95,72.6
Desktop,End of Life,2011,32,,2,2.7,35,65
Desktop,Launched,2011,32,174,4,3.1,95,72.6
Desktop,End of Life,2011,32,,4,2.5,65,69.1
Desktop,End of Life,2011.25,32,,4,2.5,65,69.1
Mobile,Launched,2011,32,,2,2.3,35,100
Mobile,Launched,2011.75,32,,2,2.4,35,100
Mobile,Launched,2012,32,,2,2.5,35,100
Mobile,Launched,2011.75,32,,2,2.4,35,100
Desktop,End of Life,2012,32,205,4,3.2,95,72.6
Mobile,Launched,2011.25,32,,2,1.6,17,100
Desktop,End of Life,2011,32,,4,3.3,95,72.6
Desktop,End of Life,2011,32,,4,3.3,95,72.6
Desktop,End of Life,2011,32,,4,2.7,65,69.1
Desktop,End of Life,2011,32,,4,2.3,45,69.8
Mobile,Launched,2011,32,236,2,2.5,35,100
Embedded,Launched,2011,32,250,2,2.5,35,100
Mobile,Launched,2011,32,,2,2.5,35,100
Mobile,Launched,2011,32,269,2,2.6,35,100
Mobile,Launched,2011,32,,2,1.4,17,100
Desktop,End of Life,2012,32,235,4,3.4,95,72.6
Desktop,Launched,2011,32,261,4,3.4,95,72.6
Mobile,Launched,2011.25,32,,2,1.7,17,100
Desktop,End of Life,2011,32,,4,3.4,95,72.6
Desktop,End of Life,2011,32,,4,2.8,65,69.1
Embedded,Launched,2011,32,280,2,1.5,17,100
Mobile,Launched,2011,32,,2,1.5,17,100
Mobile,Launched,2011,32,,2,2.7,35,100
Mobile,Launched,2011,32,,4,2,45,100
Mobile,Launched,2011,32,,2,2.1,25,100
Mobile,Launched,2011,32,,4,2,45,100
Mobile,Launched,2011.25,32,,2,1.7,17,100
Mobile,Launched,2011.75,32,,2,2.8,35,100
Mobile,Launched,2011,32,,2,2.3,25,100
Embedded,Launched,2011,32,306,2,2.2,25,100
Mobile,Launched,2011,32,,2,1.6,17,100
Mobile,Launched,2011.75,32,,4,2.2,45,100
Mobile,Launched,2011.75,32,,4,2.2,45,100
Mobile,Launched,2011.25,32,,2,1.8,17,100
Desktop,End of Life,2011.75,32,,4,3.5,95,72.6
Embedded,Launched,2011,32,295,4,2.1,45,100
Mobile,Launched,2011,32,295,4,2.1,45,100
Mobile,Launched,2011,32,,4,2.2,45,100
Mobile,Launched,2011.75,32,378,4,2.4,45,100
Mobile,Launched,2011.75,32,568,4,2.5,45,100
Mobile,Launched,2011,32,570,4,2.3,45,100
Mobile,Launched,2012.25,22,225,2,2.4,35,105
Embedded,Launched,2013.5,22,293,2,2.5,25,100
Mobile,Launched,2012.5,22,225,2,2.5,35,105
Embedded,Launched,2012.5,22,199,2,2.4,35,105
Mobile,Launched,2013,22,,2,2.6,35,105
Desktop,End of Life,2013,22,117,2,3.2,55,65.3
Mobile,Launched,2012.25,22,225,2,1.8,17,105
Embedded,Launched,2012.5,22,221,2,1.6,17,105
Desktop,Launched,2012.5,22,117,2,3.3,55,65.3
Desktop,Launched,2012.5,22,117,2,2.8,35,65
Desktop,End of Life,2012.5,22,134,2,3.3,55,65.3
Mobile,Launched,2013,22,225,2,1.9,17,105
Desktop,Launched,2012.5,22,117,2,3.4,55,65.3
Mobile,Launched,2013,22,,2,1.4,13,105
Desktop,End of Life,2013.25,22,144,2,3.4,55,65.3
Desktop,Launched,2012.5,22,117,2,2.9,35,65
Desktop,Launched,2013.25,22,117,2,3.5,55,65.3
Mobile,Launched,2012.25,22,225,2,2.5,35,105
Desktop,Launched,2013.25,22,117,2,3,35,65
Mobile,Launched,2013,22,,2,2.6,35,105
Mobile,Launched,2013,22,225,2,2.6,35,105
Mobile,Launched,2012.25,22,225,2,1.7,17,105
Mobile,Launched,2012.25,22,227,2,2.6,35,105
Mobile,Launched,2012.25,22,225,2,2.5,35,105
Desktop,End of Life,2012.5,22,187,4,3,77,67.4
Desktop,End of Life,2012.5,22,182,4,2.7,65,69.1
Mobile,Launched,2013,22,225,2,1.8,17,105
Mobile,Launched,2013,22,,2,1.5,13,105
Desktop,End of Life,2013.5,22,187,4,3.1,77,67.4
Desktop,End of Life,2013.5,22,187,4,2.8,65,69.1
Mobile,Launched,2013,22,227,2,2.7,35,105
Desktop,End of Life,2012.5,22,177,4,3.1,69,67.4
Mobile,Launched,2012.25,22,269,2,2.8,35,105
Mobile,Launched,2012.25,22,225,2,1.8,17,105
Mobile,Launched,2013,22,269,2,2.9,35,105
Mobile,Launched,2013,22,,2,1.9,17,105
Mobile,Launched,2013,22,,2,1.5,13,105
Desktop,End of Life,2012.25,22,195,4,3.1,77,67.4
Desktop,End of Life,2012.25,22,195,4,2.8,65,69.1
Desktop,Launched,2012.25,22,195,4,3.2,77,67.4
Desktop,End of Life,2012.25,22,,4,2.9,65,69.1
Desktop,End of Life,2012.25,22,184,2,2.9,35,65
Desktop,End of Life,2012.25,22,201,4,2.9,65,69.1
Desktop,End of Life,2012.25,22,213,4,3.3,77,67.4
Desktop,Launched,2012.25,22,197,4,3,65,69.1
Desktop,End of Life,2012.25,22,213,4,3.4,77,67.4
Desktop,End of Life,2012.25,22,235,4,3.4,77,67.4
Desktop,End of Life,2012.25,22,205,4,2.3,45,69.8
Desktop,End of Life,2012.25,22,205,4,3.1,65,69.1
Embedded,Launched,2012.25,22,235,2,2.7,35,105
Mobile,Launched,2012.25,22,,2,1.9,17,105
Mobile,Launched,2012.25,22,346,2,2.9,35,105
Embedded,Launched,2012.25,22,280,2,1.7,17,105
Mobile,Launched,2013,22,346,2,2,17,105
Mobile,Launched,2013,22,346,2,3,35,105
Embedded,Launched,2012.25,22,306,2,2.5,25,105
Embedded,Launched,2012.25,22,335,4,2.3,45,105
Mobile,Launched,2012.25,22,378,4,2.3,45,105
Mobile,Launched,2012.25,22,378,4,2.1,35,105
Embedded,Launched,2012.25,22,363,4,2.1,35,105
Mobile,Launched,2012.25,22,378,4,2.1,35,105
Embedded,Launched,2012.25,22,335,4,2.3,45,105
Mobile,Launched,2012.25,22,378,4,2.3,45,105
Mobile,Launched,2012.5,22,378,4,2.4,45,105
Mobile,Launched,2012.5,22,378,4,2.2,35,105
Mobile,Launched,2012.5,22,,4,2.2,35,105
Mobile,Launched,2012.5,22,,4,2.4,45,105
Mobile,Launched,2012.25,22,346,2,2,17,105
Mobile,Launched,2013,22,346,2,2.1,17,105
Mobile,Launched,2013,22,,2,1.5,13,105
Mobile,Launched,2012.25,22,378,4,2.6,45,105
Desktop,End of Life,2012.25,22,305,4,3.4,77,105
Mobile,Launched,2012.5,22,380,4,2.7,45,105
Desktop,End of Life,2012.25,22,342,4,3.5,77,67.4
Desktop,End of Life,2012.25,22,305,4,3.1,65,69.1
Desktop,End of Life,2012.25,22,294,4,2.5,45,69.8
Mobile,Launched,2012.25,22,568,4,2.7,45,105
Mobile,Launched,2012.5,22,568,4,2.8,45,105
Desktop,End of Interactive Support,2006.75,65,,4,2.66,130,64.5
Desktop,End of Interactive Support,2007.25,65,,4,2.93,130,64.5
Desktop,End of Interactive Support,2007.5,65,,4,3,130,64.5
Mobile,End of Interactive Support,2008.5,45,,4,2.53,45,100
Desktop,End of Interactive Support,2007.75,45,,4,3,130,64.5
Desktop,End of Interactive Support,2008,45,,4,3.2,136,55.5
Desktop,End of Interactive Support,2008,45,,4,3.2,150,63
Desktop,End of Interactive Support,2006.5,65,,2,2.93,75,60.4
Mobile,End of Interactive Support,2007.5,65,,2,2.6,44,100
Mobile,End of Interactive Support,2007.5,65,,2,2.8,44,100
Mobile,End of Interactive Support,2008,45,,2,2.8,44,105
Mobile,End of Interactive Support,2008.5,45,,2,3.06,44,105
Mobile,End of Interactive Support,2009.5,45,,4,2,55,100
Mobile,End of Interactive Support,2010.5,45,,4,2.13,55,100
Desktop,End of Interactive Support,2008.75,45,990,4,3.2,130,67.9
Desktop,End of Interactive Support,2009.25,45,1059,4,3.33,130,67.9
Desktop,End of Interactive Support,2010,32,1059,6,3.33,130,67.9
Desktop,End of Interactive Support,2011,32,1059,6,3.46,130,67.9
Mobile,Launched,2011,32,,4,2.5,55,100
Server,Launched,2015.75,14,129,2,2.2,25,
Server,Launched,2015.75,14,156,2,1.5,19,
Server,Launched,2015.75,14,194,4,1.6,25,
Server,Launched,2016.25,14,200,4,1.5,25,
Desktop,End of Life,2013,22,64,2,2.9,55,
Desktop,Launched,2013.25,22,64,2,3,55,
Desktop,Launched,2013,22,64,2,2.5,35,
Desktop,Launched,2013.25,22,64,2,2.6,35,
Desktop,End of Life,2012.5,22,,2,2.6,35,
Desktop,Launched,2012.5,22,82,2,3.1,55,
Desktop,End of Life,2013.25,22,,2,2.7,35,
Desktop,Launched,2013,22,82,2,3.2,55,
Desktop,End of Life,2013.25,22,93,2,3.3,55,
Embedded,Launched,2015.75,14,64,2,2.4,35,
Desktop,Launched,2015.5,14,64,2,2.9,35,
Desktop,Launched,2015.5,14,64,2,3.3,54,
Desktop,Launched,2017,14,64,2,3.5,54,100
Desktop,Launched,2015.5,14,93,2,3.6,51,
Desktop,Launched,2015.5,14,82,2,3.5,51,
Desktop,Launched,2015.5,14,75,2,3,35,
Desktop,Launched,2017,14,64,2,2.9,35,92
Desktop,Launched,2017,14,93,2,3.7,51,100
Desktop,Launched,2017,14,82,2,3.6,51,100
Desktop,Launched,2017,14,75,2,3,35,92
Desktop,End of Life,2013.5,22,64,2,3,53,72
Desktop,End of Life,2014.25,22,64,2,3.1,53,72
Desktop,End of Life,2013.5,22,64,2,2.6,35,66.4
Desktop,End of Life,2014.25,22,64,2,2.7,35,66.4
Desktop,End of Life,2014.5,22,64,2,3.2,53,72
Desktop,End of Life,2014.25,22,72,2,3.2,53,72
Desktop,End of Life,2015,22,64,2,3.3,53,72
Desktop,End of Life,2014.5,22,64,2,2.8,35,66.4
Desktop,End of Life,2015,22,64,2,2.9,35,66.4
Embedded,Launched,2013.5,22,70,2,2.3,35,72
Desktop,Launched,2013.5,22,82,2,3.2,53,72
Desktop,End of Life,2013.5,22,75,2,2.7,35,66.4
Desktop,End of Life,2013.5,22,93,2,3.3,53,72
Desktop,End of Life,2014.25,22,82,2,3.3,53,72
Desktop,End of Life,2014.25,22,75,2,2.8,35,66.4
Desktop,End of Life,2014.25,22,82,2,3.4,53,72
Desktop,End of Life,2014.5,22,75,2,2.9,35,66.4
Desktop,End of Life,2014.5,22,82,2,3.5,53,72
Desktop,End of Life,2015,22,75,2,3,35,66.4
Desktop,End of Life,2015,22,86,2,3.6,53,72
Embedded,Launched,2014,22,86,2,1.5,25,100
Mobile,Launched,2013.75,22,75,2,2,37,100
Mobile,Launched,2013.5,22,107,2,1.4,15,100
Mobile,Launched,2013.75,22,107,2,1.4,15,100
Mobile,Launched,2014.25,22,75,2,2.2,37,100
Mobile,Launched,2013.75,22,,2,1.1,11.5,100
Mobile,Launched,2013.5,22,107,2,1.6,15,100
Mobile,Launched,2013.75,22,,2,1.6,15,100
Mobile,Launched,2013.5,22,75,2,1.9,35,105
Mobile,Launched,2013,22,75,2,1.5,17,105
Mobile,Launched,2013.5,22,75,2,1.6,17,105
Mobile,Launched,2013.25,22,,2,1,10,105
Embedded,Launched,2013,22,76,2,2.2,35,105
Mobile,Launched,2013,22,75,2,2.1,35,105
Mobile,Launched,2013,22,,2,1.8,17,105
Embedded,Launched,2013,22,119,2,1.4,17,105
Desktop,End of Interactive Support,2006.75,65,,1,3.46,65,64.4
Desktop,End of Interactive Support,2006.25,65,,1,3.33,86,69.2
Desktop,End of Interactive Support,2005.75,90,,1,3.33,84,67.7
Desktop,End of Interactive Support,2006.25,65,,1,3.2,86,69.2
Desktop,End of Interactive Support,2005.5,90,,1,3.2,84,67.7
Desktop,End of Interactive Support,2005.5,90,,1,3.2,73,67
Desktop,End of Interactive Support,2005.5,90,,1,3.2,73,67
Desktop,End of Interactive Support,2006.75,65,,1,3.06,86,69.2
Desktop,End of Interactive Support,,90,,1,3.06,84,67.7
Desktop,End of Interactive Support,2004.75,90,,1,3.06,84,67.7
Desktop,End of Interactive Support,2004.75,90,,1,3.06,73,67
Desktop,End of Interactive Support,2004.25,90,,1,2.93,84,67.7
Desktop,End of Interactive Support,2004.75,90,,1,2.93,84,67.7
Desktop,End of Interactive Support,,,,1,0.3,18.48,85
Desktop,End of Interactive Support,2004.75,90,,1,2.93,73,67
Desktop,End of Interactive Support,,,,1,0.266,16.59,85
Desktop,End of Interactive Support,,90,,1,2.8,84,67.7
Desktop,End of Interactive Support,,250,,1,0.466,,
Mobile,End of Interactive Support,2001.75,130,,1,0.65,8.3,100
Desktop,End of Interactive Support,2004.75,90,,1,2.8,84,67.7
Desktop,End of Interactive Support,,180,,1,0.766,20,80
Desktop,End of Interactive Support,,130,,1,2.8,68.4,75
Desktop,End of Interactive Support,2004.25,90,,1,2.8,73,67
Mobile,End of Interactive Support,,180,,1,0.933,20.6,100
Desktop,End of Interactive Support,2000,180,,1,0.733,23.6,80
Desktop,End of Interactive Support,,130,,1,2.7,66.8,74
Mobile,End of Interactive Support,,90,,1,1,5.5,100
Desktop,End of Interactive Support,2004.25,90,,1,2.8,73,67
Mobile,End of Interactive Support,,180,,1,0.4,6.5,
Desktop,End of Interactive Support,,180,,1,0.95,28,79
Desktop,End of Interactive Support,,180,,1,0.7,18.3,80
Desktop,End of Interactive Support,,130,,1,2.6,62.6,72
Mobile,End of Interactive Support,2004.25,90,,1,1,5.5,100
Desktop,End of Interactive Support,,90,,1,2.66,84,67.7
Mobile,Launched,2012.25,32,,1,1.5,17,100
Mobile,Launched,2011.25,32,,2,1.5,35,100
Desktop,End of Life,2011.5,32,42,2,2.4,65,69.1
Mobile,End of Interactive Support,,180,,1,0.9,24,100
Mobile,End of Interactive Support,,180,,1,0.866,23.3,100
Desktop,End of Interactive Support,,130,,1,0.9,34.8,69
Desktop,End of Interactive Support,,180,,1,0.667,17.5,82
Desktop,End of Interactive Support,2002,130,,1,2.5,61,72
Mobile,End of Interactive Support,,90,,1,0.9,5,100
Desktop,End of Interactive Support,2004.75,90,,1,2.66,84,67.7
Embedded,Launched,2011.75,32,98,1,1,10,100
Mobile,Launched,2011,32,72,2,1.6,35,100
Desktop,End of Life,2011.5,32,,2,2,35,65
Mobile,End of Interactive Support,,180,,1,0.85,18.8,100
Mobile,End of Interactive Support,,130,,1,2.5,61,72
Desktop,End of Interactive Support,,180,,1,0.9,26.7,77
Desktop,End of Interactive Support,,180,,1,0.633,16.5,82
Desktop,End of Interactive Support,,130,,1,2.4,59.8,71
Mobile,End of Interactive Support,,130,,1,0.9,7,100
Desktop,End of Interactive Support,2004.25,90,,1,2.66,73,67
Embedded,Launched,2011.5,32,89,1,1.4,17,100
Embedded,Launched,2011.25,32,72,2,1.6,35,100
Desktop,Launched,2011.5,32,42,2,2.5,65,69.1
Mobile,End of Interactive Support,,180,,1,0.8,22,100
Mobile,End of Interactive Support,,180,,1,0.8,17.6,100
Mobile,End of Interactive Support,2002,130,,1,2.4,35,100
Desktop,End of Interactive Support,2000,180,,1,0.85,25.7,80
Desktop,End of Interactive Support,,180,,1,0.6,15.8,90
Desktop,End of Interactive Support,,130,,1,2.3,58.3,70
Mobile,End of Interactive Support,,90,,1,1.7,21,100
Desktop,End of Interactive Support,2004.75,90,,1,2.66,73,67
Mobile,Launched,2012,32,,2,1.6,35,100
Mobile,Launched,2011.25,32,134,2,1.1,17,100
Desktop,End of Life,2012.25,32,,2,2.1,35,65
Mobile,End of Interactive Support,2006.5,65,,1,1,10,100
Mobile,End of Interactive Support,2003.25,130,,1,0.6,7,100
Mobile,End of Interactive Support,,130,,1,0.733,,100
Mobile,End of Interactive Support,,180,,1,0.75,15.8,100
Mobile,End of Interactive Support,2002,130,,1,2.2,35,100
Desktop,End of Interactive Support,,180,,1,0.8,20.8,80
Desktop,End of Interactive Support,2000,180,,1,0.566,19.2,90
Desktop,End of Interactive Support,,130,,1,2.2,57.1,70
Mobile,End of Interactive Support,,90,,1,1.6,21,100
Desktop,End of Interactive Support,2004.25,90,,1,2.53,84,67.7
Mobile,Launched,2012.5,32,,2,1.7,35,100
Embedded,Launched,2011.25,32,111,2,1.1,17,100
Desktop,End of Life,2012.25,32,42,2,2.6,65,69.1
Mobile,End of Interactive Support,2007,65,,1,1.73,27,100
Mobile,End of Interactive Support,,65,,1,1.2,5.5,100
Mobile,End of Interactive Support,,180,,1,0.733,20.6,100
Mobile,End of Interactive Support,,180,,1,0.7,15,100
Mobile,End of Interactive Support,,130,,1,2,32,100
Desktop,End of Interactive Support,,250,,1,0.533,28.3,70
Desktop,End of Interactive Support,,130,,1,2.1,55.5,69
Desktop,End of Interactive Support,,130,,1,1.4,34.8,72
Mobile,End of Interactive Support,,130,,1,0.8,7,100
Mobile,End of Interactive Support,2004.25,90,,1,1.5,21,100
Desktop,End of Interactive Support,2004.75,90,,1,2.53,84,67.7
Mobile,Launched,2012.5,32,,2,1.8,35,100
Mobile,Launched,2011.5,32,,2,1.2,17,100
Desktop,End of Life,2012.5,32,,2,2.2,35,65
Mobile,End of Interactive Support,,,,1,0.466,20.7,100
Desktop,End of Interactive Support,2008.5,65,,1,2.2,35,60.4
Mobile,End of Interactive Support,2007.5,65,,1,0.93,5.5,100
Mobile,End of Interactive Support,2007.5,65,,1,1.86,30,100
Mobile,End of Interactive Support,,180,,1,0.65,14,100
Mobile,End of Interactive Support,,130,,1,1.8,66.1,100
Mobile,End of Interactive Support,,130,,1,1.33,19,85
Desktop,End of Interactive Support,,250,,1,0.5,27,70
Desktop,End of Interactive Support,2002,130,,1,2,52.8,68
Desktop,End of Interactive Support,,130,,1,1.3,33.4,71
Mobile,End of Interactive Support,2006,65,,1,1.06,5.5,100
Mobile,End of Interactive Support,,90,,1,1.4,21,100
Desktop,End of Interactive Support,2004.25,90,,1,2.53,84,67.7
Desktop,End of Life,2012.5,32,52,2,2.7,65,69.1
Mobile,Launched,2012,32,,2,1.3,17,100
Mobile,Launched,2011.5,32,86,2,1.9,35,100
Mobile,Launched,2011.5,32,,1,1.6,35,100
Desktop,End of Life,2011.5,32,,1,1.6,35,65.5
Mobile,End of Interactive Support,,,,1,0.433,19.4,100
Desktop,End of Interactive Support,2010.5,45,52,2,2.7,65,74.1
Mobile,End of Interactive Support,2008.75,65,,2,1.83,35,100
Mobile,End of Interactive Support,2006.5,65,,1,2,31,100
Mobile,End of Interactive Support,,180,,1,0.6,13,100
Mobile,End of Interactive Support,,130,,1,1.7,30,100
Desktop,End of Interactive Support,1999.25,250,,1,0.433,24.1,85
Desktop,End of Interactive Support,,130,,1,1.2,32.1,70
Mobile,End of Interactive Support,,65,,1,2,27,100
Mobile,End of Interactive Support,,90,,1,1.3,21,100
Desktop,End of Interactive Support,2004.25,90,,1,2.53,73,67
Mobile,Launched,2012.25,32,,2,1.4,17,100
Mobile,Launched,2012,32,,1,1.7,35,100
Desktop,End of Life,2011.75,32,37,1,1.8,35,65.5
Mobile,End of Interactive Support,,,,1,0.4,13.8,100
Desktop,End of Interactive Support,2010,45,42,2,2.6,65,74.1
Mobile,End of Interactive Support,2010.5,45,,2,2.1,35,
Mobile,End of Interactive Support,2008.75,65,,2,1.66,35,100
Desktop,End of Interactive Support,2008,65,,2,1.6,65,73.3
Mobile,End of Interactive Support,2008,65,,1,2.13,31,100
