Vertical Segment,Status,Launch Date,Lithography,Recommended Customer Price,total Cores,total Threads,Processor Base Frequency,TDP,Max Memory Bandwidth,T
Mobile,Launched,Q2'14,22 nm,$315.00 ,2,4,1.40 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$315.00 ,2,4,2.40 GHz,28 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$315.00 ,2,4,1.30 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$281.00 ,2,4,1.60 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.50 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$281.00 ,2,4,1.70 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$225.00 ,2,4,2.60 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q3'14,22 nm,$225.00 ,2,4,2.90 GHz,47 W,25.6 GB/s,100 C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.60 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.40 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.60 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q4'13,22 nm,$225.00 ,2,4,2.50 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q1'14,22 nm,N/A,2,4,1.50 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q4'13,22 nm,$225.00 ,2,4,2.80 GHz,47 W,25.6 GB/s,100°C 
Mobile,Launched,Q3'13,22 nm,$315.00 ,2,4,1.40 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q1'14,22 nm,$266.00 ,2,4,2.90 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q4'13,22 nm,$266.00 ,2,4,2.80 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q1'14,22 nm,$281.00 ,2,4,2.00 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q1'14,22 nm,N/A,2,4,2.70 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q3'14,22 nm,$315.00 ,2,4,2.80 GHz,28 W,25.6 GB/s,100 C
Mobile,Launched,Q3'13,22 nm,N/A,2,4,1.60 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.60 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.90 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q4'13,22 nm,$225.00 - $227.00,2,4,2.60 GHz,37 W,25.6 GB/s,100°C
Desktop,End of Life,Q2'13,22 nm,$182.00 - $187.00,4,4,3.00 GHz,84 W,25.6 GB/s,72.72°C 
Desktop,End of Life,Q3'13,22 nm,$182.00 - $187.00,4,4,3.10 GHz,84 W,25.6 GB/s,72.72°C 
Desktop,End of Life,Q3'13,22 nm,$182.00 - $187.00,4,4,2.80 GHz,65 W,25.6 GB/s,71.35°C
Desktop,End of Life,Q2'13,22 nm,$182.00 ,4,4,2.70 GHz,65 W,25.6 GB/s,71.35°C
Desktop,End of Life,Q2'14,22 nm,$182.00 - $187.00,4,4,3.20 GHz,84 W,25.6 GB/s,72.72°C 
Desktop,End of Life,Q2'14,22 nm,$182.00 ,4,4,2.90 GHz,65 W,25.6 GB/s,71.35°C
Desktop,End of Life,Q2'14,22 nm,$182.00 ,4,4,1.90 GHz,35 W,25.6 GB/s,66.35°C
Embedded,Launched,Q3'13,22 nm,$266.00 ,2,4,2.70 GHz,37 W,,100°C
Embedded,Launched,Q3'13,22 nm,$266.00 ,2,4,1.60 GHz,25 W,,100°C
Embedded,Launched,Q1'14,22 nm,$324.00 ,2,4,2.50 GHz,27 W,25.6 GB/s,100°C 
Embedded,Launched,Q2'14,22 nm,$266.00 ,2,4,2.90 GHz,37 W,25.6 GB/s,100°C
Embedded,Launched,Q2'14,22 nm,$266.00 ,2,4,1.80 GHz,25 W,25.6 GB/s,100°C
Desktop,Launched,Q2'14,22 nm,$192.00 ,4,4,2.00 GHz,35 W,25.6 GB/s,66.35°C
Desktop,Launched,Q2'14,22 nm,$192.00 - $202.00,4,4,3.00 GHz,65 W,25.6 GB/s,71.35°C
Desktop,End of Life,Q2'14,22 nm,$192.00 - $202.00,4,4,3.30 GHz,84 W,25.6 GB/s,72.72°C 
Embedded,Launched,Q2'13,22 nm,$192.00 ,2,4,2.70 GHz,35 W,25.6 GB/s,66.35°C
Desktop,End of Life,Q2'13,22 nm,$192.00 - $195.00,2,4,2.90 GHz,35 W,25.6 GB/s,66.35°C
Desktop,Launched,Q2'13,22 nm,$192.00 - $195.00,4,4,2.90 GHz,65 W,25.6 GB/s,71.35°C
Desktop,End of Life,Q2'13,22 nm,$255.00 ,4,4,2.70 GHz,65 W,25.6 GB/s,
Desktop,End of Life,Q2'13,22 nm,$192.00 - $202.00,4,4,3.20 GHz,84 W,25.6 GB/s,72.72°C 
Desktop,End of Life,Q2'14,22 nm,$213.00 ,4,4,2.50 GHz,45 W,25.6 GB/s,71.45°C
Desktop,End of Life,Q2'14,22 nm,$213.00 - $224.00,4,4,3.20 GHz,65 W,25.6 GB/s,71.35°C
Desktop,End of Life,Q2'14,22 nm,$242.00 - $243.00,4,4,3.50 GHz,88 W,25.6 GB/s,72.72°C
Desktop,End of Life,Q2'14,22 nm,$213.00 - $224.00,4,4,3.50 GHz,84 W,25.6 GB/s,72.72°C 
Desktop,End of Life,Q2'13,22 nm,$213.00 ,4,4,2.30 GHz,45 W,25.6 GB/s,71.45°C
Desktop,End of Life,Q2'13,22 nm,$276.00 ,4,4,3.00 GHz,65 W,25.6 GB/s,
Desktop,End of Life,Q2'13,22 nm,$213.00 ,4,4,3.10 GHz,65 W,25.6 GB/s,71.35°C
Desktop,End of Life,Q2'13,22 nm,$242.00 - $243.00,4,4,3.40 GHz,84 W,25.6 GB/s,72.72°C 
Mobile,End of Interactive Support,Q2'09,45 nm,N/A,1,NA,1.30 GHz,5.5 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,1,NA,1.73 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,1,NA,1.66 GHz,27 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,1,NA,1.86 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,1,NA,1.83 GHz,27 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,1,NA,1.06 GHz,6 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,1,NA,1.20 GHz,6 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,1,NA,1.33 GHz,5.5 W,,100°C
Mobile,End of Interactive Support,Q3'07,65 nm,N/A,1,NA,1.06 GHz,5.5 W,,100°C
Mobile,End of Interactive Support,Q3'07,65 nm,N/A,1,NA,1.20 GHz,5.5 W,,100°C
Mobile,End of Interactive Support,Q2'09,45 nm,N/A,1,NA,1.40 GHz,5.5 W,,100°C 
Mobile,End of Interactive Support,Q3'08,45 nm,N/A,1,NA,1.20 GHz,5.5 W,,100°C 
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.06 GHz,9 W,,100°C
Mobile,End of Interactive Support,Q1'06,65 nm,N/A,2,NA,1.20 GHz,9 W,,100°C
Mobile,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,1.06 GHz,10 W,,100°C
Mobile,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,1.06 GHz,10 W,,100°C
Mobile,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,1.20 GHz,10 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.20 GHz,10 W,,"100°C,100°C"
Mobile,End of Interactive Support,Q1'08,65 nm,N/A,2,NA,1.33 GHz,10 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.60 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.73 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.66 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.66 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.86 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.83 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,2.00 GHz,31 W,,100°C
Mobile,End of Interactive Support,Q1'06,65 nm,N/A,2,NA,2.00 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,2.16 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.60 GHz,34 W,,85°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,2.33 GHz,31 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.50 GHz,35 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.40 GHz,35 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.73 GHz,34 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.66 GHz,35 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.60 GHz,35 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.66 GHz,34 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.83 GHz,35 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.83 GHz,34 W,,100°C
Mobile,End of Interactive Support,Q2'08,65 nm,N/A,2,NA,1.80 GHz,35 W,,100°C 
Mobile,End of Interactive Support,Q1'08,65 nm,N/A,2,NA,2.00 GHz,35 W,,85°C 
Mobile,End of Interactive Support,Q4'08,65 nm,N/A,2,NA,2.00 GHz,35 W,,85°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,2.00 GHz,35 W,,100°C
Mobile,End of Interactive Support,Q1'09,45 nm,N/A,2,NA,2.00 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q2'09,45 nm,N/A,2,NA,2.10 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q1'09,45 nm,N/A,2,NA,2.20 GHz,35 W,,90°C
Mobile,End of Interactive Support,Q3'09,45 nm,N/A,2,NA,2.20 GHz,35 W,,105°C 
Mobile,Launched,Q2'14,22 nm,$281.00 ,2,4,1.90 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$275.00 ,2,4,1.90 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.50 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.50 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.30 GHz,11.5 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.70 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$275.00 ,2,4,1.70 GHz,15 W,25.6 GB/s,100°C
Mobile,Launched,Q4'13,22 nm,$225.00 ,2,4,2.40 GHz,37 W,25.6 GB/s,100°C
Desktop,End of Life,Q3'13,22 nm,$117.00 ,2,4,3.40 GHz,54 W,25.6 GB/s,72°C 
Mobile,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,1.80 GHz,35 W,,100°C
Desktop,End of Life,Q3'13,22 nm,$117.00 ,2,4,2.90 GHz,35 W,25.6 GB/s,66.4 C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,2.00 GHz,34 W,,100°C
Mobile,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,2.00 GHz,35 W,,100°C
Mobile,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,2.00 GHz,35 W,,100°C
Mobile,End of Interactive Support,Q3'06,65 nm,$213.00 ,2,NA,2.16 GHz,34 W,,100°C
Mobile,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,2.20 GHz,35 W,,100°C
Mobile,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,2.33 GHz,34 W,,100°C
Mobile,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,2.40 GHz,35 W,,100°C
Mobile,End of Interactive Support,Q1'08,45 nm,N/A,2,NA,2.10 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q1'08,45 nm,N/A,2,NA,2.40 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,2.60 GHz,35 W,,100°C
Mobile,End of Interactive Support,Q1'08,45 nm,N/A,2,NA,2.50 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,$250.00 - $331.00,2,NA,2.53 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q1'08,45 nm,N/A,2,NA,2.60 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q4'08,45 nm,N/A,2,NA,2.66 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,N/A,2,NA,2.80 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q4'08,45 nm,N/A,2,NA,2.93 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q2'09,45 nm,N/A,2,NA,3.06 GHz,35 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,$245.00 ,2,NA,1.20 GHz,10 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,N/A,2,NA,1.40 GHz,10 W,,105°C
Mobile,End of Interactive Support,Q1'09,45 nm,N/A,2,NA,1.60 GHz,10 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,$247.00 ,2,NA,2.26 GHz,25 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,N/A,2,NA,2.40 GHz,25 W,,105°C
Mobile,End of Interactive Support,Q1'09,45 nm,N/A,2,NA,2.53 GHz,25 W,,105°C
Desktop,End of Life,Q2'14,22 nm,$117.00 ,2,4,3.50 GHz,54 W,25.6 GB/s,72°C
Desktop,End of Life,Q2'14,22 nm,$117.00 ,2,4,3.00 GHz,35 W,25.6 GB/s,66.4°C 
Desktop,End of Life,Q3'14,22 nm,$117.00 ,2,4,3.60 GHz,54 W,25.6 GB/s,72°C
Desktop,End of Life,Q3'14,22 nm,$117.00 ,2,4,3.10 GHz,35 W,25.6 GB/s,66.4°C
Desktop,End of Life,Q1'15,22 nm,$117.00 ,2,4,3.70 GHz,54 W,25.6 GB/s,72°C
Desktop,End of Life,Q1'15,22 nm,$117.00 ,2,4,3.20 GHz,35 W,25.6 GB/s,66.4°C
Mobile,Launched,Q3'13,22 nm,$315.00 ,2,4,2.00 GHz,28 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$281.00 ,2,4,2.00 GHz,15 W,25.6 GB/s,100°C
Embedded,Launched,Q2'14,22 nm,$225.00 ,2,4,1.80 GHz,25 W,25.6 GB/s,100°C
Mobile,Launched,Q2'14,22 nm,$225.00 ,2,4,2.60 GHz,37 W,25.6 GB/s,100°C
Embedded,Launched,Q2'14,22 nm,$225.00 ,2,4,2.60 GHz,37 W,25.6 GB/s,100°C
Embedded,Launched,Q3'13,22 nm,$225.00 ,2,4,1.60 GHz,25 W,25.6 GB/s,100°C
Mobile,Launched,Q4'13,22 nm,$225.00 ,2,4,2.50 GHz,37 W,25.6 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,$281.00 ,2,4,1.80 GHz,15 W,25.6 GB/s,100°C
Embedded,Launched,Q3'13,22 nm,$225.00 ,2,4,2.40 GHz,37 W,25.6 GB/s,100°C
Desktop,End of Life,Q1'15,22 nm,$138.00 ,2,4,3.30 GHz,35 W,25.6 GB/s,66.4°C
Desktop,End of Life,Q3'14,22 nm,$138.00 - $147.00,2,4,3.80 GHz,54 W,25.6 GB/s,66.4°C
Desktop,End of Life,Q3'14,22 nm,$138.00 ,2,4,3.20 GHz,35 W,25.6 GB/s,66.4°C
Desktop,Launched,Q2'14,22 nm,$138.00 - $147.00,2,4,3.70 GHz,54 W,25.6 GB/s,72°C
Desktop,Launched,Q2'14,22 nm,$138.00 ,2,4,3.10 GHz,35 W,25.6 GB/s,66.4°C 
Desktop,End of Life,Q2'14,22 nm,$138.00 - $147.00,2,4,3.60 GHz,54 W,25.6 GB/s,72°C
Desktop,End of Life,Q3'13,22 nm,$149.00 - $157.00,2,4,3.60 GHz,54 W,25.6 GB/s,66.8°C 
Embedded,Launched,Q3'13,22 nm,$122.00 ,2,4,2.40 GHz,35 W,25.6 GB/s,72°C
Embedded,Launched,Q2'14,22 nm,$138.00 ,2,4,2.60 GHz,35 W,25.6 GB/s,72°C
Desktop,End of Life,Q3'13,22 nm,$138.00 ,2,4,3.00 GHz,35 W,25.6 GB/s,66.4 C
Mobile,End of Interactive Support,Q3'08,45 nm,$247.00 ,2,NA,1.80 GHz,17 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,$247.00 ,2,NA,1.86 GHz,17 W,,105°C
Mobile,End of Interactive Support,Q1'09,45 nm,N/A,2,NA,2.13 GHz,17 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,N/A,2,NA,1.60 GHz,17 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,N/A,2,NA,2.00 GHz,25 W,,
Mobile,End of Interactive Support,Q4'08,45 nm,N/A,2,NA,2.00 GHz,25 W,,
Mobile,End of Interactive Support,Q1'09,45 nm,N/A,2,NA,2.13 GHz,25 W,,90°C
Mobile,End of Interactive Support,Q3'09,45 nm,N/A,2,NA,2.26 GHz,25 W,, 90°C
Mobile,End of Interactive Support,Q3'09,45 nm,N/A,2,NA,2.26 GHz,25 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,$199.00 - $211.00,2,NA,2.26 GHz,25 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,$211.00 ,2,NA,2.40 GHz,25 W,,105°C
Mobile,End of Interactive Support,Q4'08,45 nm,N/A,2,NA,2.53 GHz,25 W,,105°C
Mobile,End of Interactive Support,Q2'09,45 nm,$253.00 ,2,NA,2.66 GHz,25 W,,105°C
Mobile,End of Interactive Support,Q3'08,45 nm,$364.00 ,2,NA,2.53 GHz,25 W,,105°C
Mobile,End of Interactive Support,Q4'08,45 nm,N/A,2,NA,2.66 GHz,25 W,,105°C
Mobile,End of Interactive Support,Q2'09,45 nm,N/A,2,NA,2.80 GHz,28 W,,105°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.83 GHz,15 W,,100°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,1.50 GHz,15 W,,100°C
Mobile,End of Interactive Support,Q1'06,65 nm,N/A,2,NA,1.66 GHz,15 W,,100°C
Mobile,End of Interactive Support,Q1'07,65 nm,N/A,2,NA,1.33 GHz,17 W,,100°C
Mobile,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,1.40 GHz,17 W,,100°C
Mobile,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,1.50 GHz,17 W,,100°C
Mobile,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,1.60 GHz,17 W,,100°C
Mobile,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,1.80 GHz,17 W,,100°C
Desktop,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,1.80 GHz,65 W,,61.4°C
Desktop,Launched,Q3'13,22 nm,$138.00 - $147.00,2,4,3.50 GHz,54 W,25.6 GB/s,66.8°C 
Desktop,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,2.00 GHz,65 W,,"L2=61.4°C, M0=73.3°C "
Desktop,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,2.20 GHz,65 W,,73.3°C
Desktop,End of Interactive Support,Q4'07,65 nm,N/A,2,NA,2.40 GHz,65 W,,73.3°C
Desktop,End of Interactive Support,Q1'08,65 nm,N/A,2,NA,2.60 GHz,65 W,,73.3°C
Desktop,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,1.86 GHz,65 W,,61.4°C
Desktop,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,2.13 GHz,65 W,,61.4°C
Desktop,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,1.86 GHz,65 W,,60.1°C
Desktop,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,2.13 GHz,65 W,,60.1°C
Desktop,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,2.33 GHz,65 W,,72°C
Desktop,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,2.33 GHz,65 W,,72°C
Desktop,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,2.40 GHz,65 W,,60.1°C
Desktop,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,2.66 GHz,65 W,,60.1°C
Desktop,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,2.66 GHz,65 W,,72°C
Desktop,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,3.00 GHz,65 W,,72°C
Desktop,End of Interactive Support,Q2'08,45 nm,N/A,2,NA,2.53 GHz,65 W,,74.1°C
Desktop,End of Interactive Support,Q3'08,45 nm,$117.00 ,2,NA,2.66 GHz,65 W,,74.1°C
Desktop,End of Interactive Support,Q1'08,45 nm,$110.00 - $125.00,2,NA,2.80 GHz,65 W,,74.1°C
Desktop,End of Interactive Support,Q1'09,45 nm,$125.00 ,2,NA,2.93 GHz,65 W,,74.1°C
Desktop,End of Interactive Support,Q2'09,45 nm,$147.00 ,2,NA,3.06 GHz,65 W,,74.1°C
Desktop,End of Interactive Support,Q1'08,45 nm,N/A,2,NA,2.66 GHz,65 W,,72.4°C
Desktop,End of Interactive Support,Q1'08,45 nm,N/A,2,NA,2.66 GHz,65 W,,72.4°C
Desktop,End of Interactive Support,Q2'08,45 nm,N/A,2,NA,2.83 GHz,65 W,,72.4°C
Desktop,End of Interactive Support,Q1'08,45 nm,$149.00 - $179.00,2,NA,3.00 GHz,65 W,,72.4°C
Desktop,End of Interactive Support,Q1'08,45 nm,$200.00 ,2,NA,3.16 GHz,65 W,,72.4°C
Desktop,End of Interactive Support,Q3'08,45 nm,$285.00 ,2,NA,3.33 GHz,65 W,,72.4°C
Desktop,End of Interactive Support,Q1'07,65 nm,N/A,4,NA,2.40 GHz,105 W,,B3=62.2°C; G0=71°C
Desktop,End of Interactive Support,Q3'07,65 nm,N/A,4,NA,2.66 GHz,105 W,,62.2°C
Desktop,End of Interactive Support,Q3'08,45 nm,$179.00 ,4,NA,2.33 GHz,95 W,,71.4°C
Desktop,End of Interactive Support,Q1'09,45 nm,$232.00 ,4,NA,2.33 GHz,65 W,,76.3°C
Desktop,End of Interactive Support,Q4'08,45 nm,$179.00 ,4,NA,2.50 GHz,95 W,,71.4°C
Desktop,End of Interactive Support,Q2'09,45 nm,$179.00 ,4,NA,2.66 GHz,95 W,,71.4°C
Desktop,End of Interactive Support,Q2'09,45 nm,$232.00 ,4,NA,2.66 GHz,65 W,,76.3°C
Mobile,End of Interactive Support,Q1'09,45 nm,$364.00 ,4,NA,2.00 GHz,45 W,,100°C
Mobile,End of Interactive Support,Q3'08,45 nm,N/A,4,NA,2.26 GHz,45 W,,100°C 
Desktop,End of Interactive Support,Q1'08,45 nm,$200.00 ,4,NA,2.50 GHz,95 W,,71.4°C
Desktop,End of Interactive Support,Q3'08,45 nm,$180.00 - $200.00,4,NA,2.66 GHz,95 W,,71.4°C
Desktop,End of Interactive Support,Q1'09,45 nm,$254.00 ,4,NA,2.66 GHz,65 W,,76.3°C
Desktop,End of Interactive Support,Q1'08,45 nm,N/A,4,NA,2.66 GHz,95 W,,71.4°C
Desktop,End of Interactive Support,,45 nm,N/A,4,NA,2.83 GHz,95 W,,71.4°C
Desktop,End of Interactive Support,Q3'09,45 nm,$234.00 ,4,NA,2.83 GHz,95 W,,71.4°C
Desktop,End of Interactive Support,Q3'09,45 nm,N/A,4,NA,2.83 GHz,65 W,,76.3°C
Desktop,End of Interactive Support,Q1'08,45 nm,$287.00 ,4,NA,2.83 GHz,95 W,,71.4°C
Desktop,End of Interactive Support,Q1'09,45 nm,$340.00 ,4,NA,2.83 GHz,65 W,,76.3°C
Desktop,End of Interactive Support,Q3'08,45 nm,$339.00 ,4,NA,3.00 GHz,95 W,,71.4°C
Mobile,End of Interactive Support,Q1'10,32 nm,$138.00 ,2,4,2.13 GHz,35 W,17.1 GB/s,"90°C for rPGA,105°C for BGA"
Mobile,End of Interactive Support,Q1'10,32 nm,$177.00 ,2,4,2.13 GHz,35 W,17.1 GB/s,"90°C for rPGA, 105°C for BGA"
Mobile,End of Interactive Support,Q2'10,32 nm,N/A,2,4,1.20 GHz,18 W,12.8 GB/s,105°C
Mobile,End of Interactive Support,Q1'10,32 nm,N/A,2,4,2.26 GHz,35 W,17.1 GB/s,"90°C for rPGA, 105°C for BGA"
Mobile,End of Interactive Support,Q3'10,32 nm,N/A,2,4,2.40 GHz,35 W,17.1 GB/s,"90°C for rPGA, 105°C for BGA"
Mobile,End of Interactive Support,Q3'10,32 nm,N/A,2,4,2.53 GHz,35 W,17.1 GB/s,"90°C for rPGA, 105°C for BGA"
Mobile,End of Interactive Support,Q4'10,32 nm,N/A,2,4,1.33 GHz,18 W,12.8 GB/s,105°C
Desktop,End of Interactive Support,Q1'10,32 nm,$117.00 ,2,4,2.93 GHz,73 W,21 GB/s,72.6°C
Desktop,End of Interactive Support,Q1'10,32 nm,$109.00 - $117.00,2,4,3.06 GHz,73 W,21 GB/s,72.6°C
Desktop,End of Interactive Support,Q2'10,32 nm,$117.00 ,2,4,3.20 GHz,73 W,21 GB/s,72.6°C
Mobile,End of Interactive Support,Q1'10,32 nm,N/A,2,4,2.26 GHz,35 W,17.1 GB/s,105°C
Mobile,End of Interactive Support,Q2'10,32 nm,N/A,2,4,1.20 GHz,18 W,12.8 GB/s,105°C
Mobile,End of Interactive Support,Q2'10,32 nm,N/A,2,4,2.40 GHz,35 W,17.1 GB/s,105°C
Mobile,End of Interactive Support,Q3'10,32 nm,N/A,2,4,2.53 GHz,35 W,17.1 GB/s,105°C
Mobile,End of Interactive Support,Q4'10,32 nm,N/A,2,4,1.33 GHz,18 W,12.8 GB/s,105°C 
Embedded,Launched,Q1'10,32 nm,$210.00 ,2,4,2.40 GHz,35 W,17.1 GB/s,105°C 
Mobile,End of Interactive Support,Q1'10,32 nm,$210.00 - $227.00,2,4,2.40 GHz,35 W,17.1 GB/s,105°C
Mobile,End of Interactive Support,Q1'10,32 nm,N/A,2,4,1.07 GHz,18 W,12.8 GB/s,105°C
Mobile,End of Interactive Support,Q1'10,32 nm,$269.00 ,2,4,2.53 GHz,35 W,17.1 GB/s,105°C
Mobile,End of Interactive Support,Q2'10,32 nm,N/A,2,4,1.20 GHz,18 W,12.8 GB/s,105°C
Mobile,End of Interactive Support,Q3'10,32 nm,N/A,2,4,2.66 GHz,35 W,17.1 GB/s,105°C
Mobile,End of Interactive Support,Q3'10,32 nm,N/A,2,4,1.33 GHz,18 W,12.8 GB/s,105°C
Mobile,End of Interactive Support,Q3'10,32 nm,N/A,2,4,2.66 GHz,35 W,17.1 GB/s,105°C
Desktop,End of Interactive Support,Q1'10,32 nm,$177.00 ,2,4,3.20 GHz,73 W,21 GB/s,72.6°C
Desktop,End of Interactive Support,Q2'10,32 nm,$177.00 ,2,4,3.20 GHz,73 W,21 GB/s,72.6°C
Desktop,End of Interactive Support,Q1'10,32 nm,$177.00 - $193.00,2,4,3.33 GHz,73 W,21 GB/s,72.6°C
