Vertical Segment,Status,Launch Date,Lithography,Recommended Customer Price,total Cores,total Threads,Processor Base Frequency,TDP,Max Memory Bandwidth,T
Server,Launched,Q3'17,14 nm,$323.00 ,12,12,2.10 GHz,25 W,,"78°C,100°C"
Server,Launched,Q3'17,14 nm,$369.00 ,12,12,2.00 GHz,25 W,,"86°C,100°C"
Server,Launched,Q3'17,14 nm,$193.00 ,8,8,2.20 GHz,25 W,,"82°C,100°C"
Server,Launched,Q3'17,14 nm,$171.00 ,8,8,2.20 GHz,21 W,,"84°C,100°C"
Server,Launched,Q3'17,14 nm,$209.00 ,8,8,1.70 GHz,17 W,,"85°C,100°C"
Server,Launched,Q3'17,14 nm,$86.00 ,4,4,2.20 GHz,16 W,,"83°C,100°C"
Server,Launched,Q3'17,14 nm,$75.00 ,4,4,2.10 GHz,15 W,,"87°C,100°C"
Server,Launched,Q3'17,14 nm,$86.00 ,4,4,1.60 GHz,11.5 W,,"90°C,100°C"
Server,Launched,Q1'17,14 nm,$27.00 ,2,2,1.50 GHz,9 W,,"89°C,100°C"
Server,Launched,Q3'17,14 nm,$32.00 ,2,2,1.60 GHz,9.5 W,,"89°C,100°C"
Desktop,End of Interactive Support,Q1'12,32 nm,$47.00 ,2,4,1.86 GHz,10 W,6.4 GB/s,100 C
Desktop,End of Interactive Support,Q3'11,32 nm,N/A,2,4,2.13 GHz,10 W,6.4 GB/s,100 C
Embedded,Launched,Q4'13,22 nm,$31.00 ,1,1,1.46 GHz,5 W,,-40°C to 110°C
Embedded,Launched,Q4'13,22 nm,$34.00 ,2,2,1.33 GHz,6 W,,-40°C to 110°C
Embedded,Launched,Q4'13,22 nm,$37.00 ,2,2,1.46 GHz,7 W,,-40°C to 110°C
Embedded,Launched,Q4'13,22 nm,$41.00 ,2,2,1.75 GHz,8 W,,-40°C to 110°C
Embedded,Launched,Q4'13,22 nm,$52.00 ,4,4,1.91 GHz,10 W,,-40°C to 110°C
Mobile,Launched,Q4'11,32 nm,$47.00 ,2,4,1.86 GHz,6.5 W,,
Server,End of Life,Q4'12,32 nm,$54.00 ,2,4,1.60 GHz,8.1 W,10.6 GB/s,
Server,End of Life,Q4'12,32 nm,$64.00 ,2,4,1.60 GHz,6.1 W,10.6 GB/s,
Server,End of Life,Q4'12,32 nm,N/A,2,4,2.00 GHz,8.5 W,10.6 GB/s,
Server,Launched,Q2'13,32 nm,$80.00 ,2,4,1.60 GHz,11.7 W,,
Server,Launched,Q2'13,32 nm,$103.00 ,2,4,1.60 GHz,13.1 W,,
Server,Launched,Q2'13,32 nm,$120.00 ,2,4,2.00 GHz,14.1 W,,
Mobile,Announced,Q1'15,28 nm,N/A,2,2,1.00 GHz,,3.2 GB/s,
Mobile,Launched,Q1'15,28 nm,N/A,4,4,,,4.2 GB/s,
Mobile,Launched,Q4'16,28 nm,N/A,4,4,,,4.2 GB/s,
Mobile,Launched,Q1'15,28 nm,N/A,4,4,,,4.2 GB/s,
Mobile,Launched,Q4'15,28 nm,N/A,4,4,,,4.2 GB/s,
Mobile,Launched,Q4'16,28 nm,N/A,4,4,,,4.2 GB/s,
Mobile,Launched,Q4'16,28 nm,N/A,4,4,,,4.2 GB/s,
Mobile,Announced,Q1'15,28 nm,N/A,4,4,1.20 GHz,,4.2 GB/s,
Mobile,Announced,Q1'15,28 nm,N/A,4,4,1.20 GHz,,4.2 GB/s,
Embedded,Launched,Q1'16,14 nm,$39.00 ,4,4,1.04 GHz,5 W,,90°C
Mobile,Launched,Q2'15,14 nm,$21.00 ,4,4,1.44 GHz,,12.8 GB/s,90°C
Mobile,Launched,Q1'16,14 nm,N/A,4,4,1.44 GHz,,12.8 GB/s,90°C 
Mobile,Launched,Q1'16,14 nm,$21.00 ,4,4,1.44 GHz,,12.8 GB/s,90°C
Mobile,Launched,Q1'15,14 nm,$27.00 ,4,4,1.44 GHz,,25.6 GB/s,90°C
Mobile,Launched,Q1'16,14 nm,$27.00 ,4,4,1.44 GHz,,25.6 GB/s,90°C
Embedded,Announced,Q4'16,14 nm,N/A,2,2,1.30 GHz,6.5 W,34.1 GB/s,"103°C,110°C"
Embedded,Announced,Q4'16,14 nm,N/A,4,4,1.60 GHz,9.5 W,34.1 GB/s,"100°C,110°C"
Mobile,Launched,Q1'15,14 nm,$37.00 ,4,4,1.60 GHz,,25.6 GB/s,90°C
Embedded,Announced,Q4'16,14 nm,N/A,4,4,1.60 GHz,12 W,38.4 GB/s,"98°C,110°C"
Mobile,End of Interactive Support,Q3'12,32 nm,N/A,1,2,,,6.4 GB/s,90
Mobile,End of Interactive Support,Q2'13,32 nm,N/A,2,4,1.20 GHz,,8.5 GB/s,90°C
Mobile,End of Interactive Support,Q2'13,32 nm,N/A,2,4,,,8.5 GB/s,90°C
Mobile,End of Interactive Support,Q2'13,32 nm,$22.00 ,2,4,,,8.5 GB/s,90°C
Mobile,End of Interactive Support,Q3'12,32 nm,N/A,2,4,1.80 GHz,,6.4 GB/s,
Mobile,Launched,Q1'14,22 nm,N/A,2,2,,,8.5 GB/s,90°C
Mobile,Launched,Q1'14,22 nm,N/A,2,2,,,8.5 GB/s,90°C
Mobile,Launched,Q2'14,22 nm,N/A,4,4,,,12.8 GB/s,90°C
Mobile,Launched,Q2'14,22 nm,N/A,4,4,,,12.8 GB/s,90°C
Mobile,Launched,Q3'14,22 nm,N/A,4,4,,,12.8 GB/s,90°C
Mobile,Launched,Q2'14,22 nm,N/A,4,4,,,12.8 GB/s,90°C
Mobile,Launched,Q3'15,22 nm,N/A,4,4,,,12.8 GB/s,90°C
Mobile,Launched,Q1'14,22 nm,$21.00 ,4,4,1.33 GHz,,5.3 GB/s,
Mobile,Launched,Q1'14,22 nm,N/A,4,4,1.33 GHz,,10.6 GB/s,
Mobile,Launched,Q1'14,22 nm,$18.00 ,4,4,1.33 GHz,,10.6 GB/s,
Mobile,Launched,Q1'14,22 nm,$17.00 ,4,4,1.33 GHz,,5.3 GB/s,
Mobile,Launched,Q2'14,22 nm,$20.00 ,4,4,1.33 GHz,,10.6 GB/s,
Mobile,Launched,Q2'14,22 nm,$20.00 ,4,4,1.33 GHz,,5.3 GB/s,
Mobile,End of Interactive Support,Q3'13,22 nm,N/A,4,4,1.33 GHz,,17.1 GB/s,90°C 
Mobile,End of Interactive Support,Q3'13,22 nm,N/A,4,4,1.33 GHz,,10.6 GB/s,90°C 
Mobile,Launched,Q1'14,22 nm,$30.00 ,4,4,1.33 GHz,,17.1 GB/s,90°C
Mobile,Launched,Q1'14,22 nm,N/A,4,4,1.33 GHz,,10.6 GB/s,
Mobile,End of Interactive Support,Q3'13,22 nm,N/A,4,4,1.46 GHz,,17.1 GB/s,90°C 
Mobile,Launched,Q1'14,22 nm,$35.00 ,4,4,1.46 GHz,,17.1 GB/s,
Mobile,End of Interactive Support,Q3'13,22 nm,$37.00 ,4,4,1.50 GHz,,10.6 GB/s,90°C 
Mobile,Launched,Q1'14,22 nm,N/A,4,4,1.49 GHz,,10.6 GB/s,
Mobile,Launched,Q2'14,22 nm,N/A,4,4,1.49 GHz,,21.3 GB/s,
Mobile,Launched,Q1'14,22 nm,$40.00 ,4,4,1.59 GHz,,17.1 GB/s,
Embedded,Launched,Q3'10,45 nm,$22.00 ,1,2,600 MHz,3.3 W,,110°C
Mobile,End of Interactive Support,Q2'08,45 nm,N/A,1,NA,800 MHz,0.65 W,,90°C
Mobile,End of Interactive Support,Q2'08,45 nm,$20.00 ,1,NA,1.10 GHz,2 W,,90°C
Embedded,Launched,Q3'10,45 nm,$29.00 ,1,2,1.00 GHz,3.6 W,,90°C
Mobile,End of Interactive Support,Q2'10,45 nm,N/A,1,2,1.20 GHz,1.3 W,1.6 GB/s,-25°C to +90°C
Mobile,End of Interactive Support,Q2'08,45 nm,$20.00 ,1,NA,1.10 GHz,2.2 W,,90°C
Embedded,Launched,Q3'10,45 nm,$37.00 ,1,2,1.00 GHz,3.6 W,,110°C
Mobile,End of Interactive Support,Q2'08,45 nm,$27.00 ,1,NA,1.10 GHz,2.2 W,,90°C 
Embedded,End of Life,Q4'10,45 nm,N/A,1,2,1.00 GHz,7 W,,
Mobile,End of Interactive Support,Q2'09,45 nm,N/A,1,NA,1.20 GHz,1.4 W,,90°C 
Embedded,End of Life,Q4'10,45 nm,N/A,1,2,1.00 GHz,7 W,,
Desktop,End of Interactive Support,Q2'08,45 nm,$29.00 ,1,NA,1.60 GHz,4 W,,85.2°C
Mobile,End of Interactive Support,Q2'08,45 nm,N/A,1,NA,1.33 GHz,2 W,,90°C
Embedded,Launched,Q3'10,45 nm,$54.00 ,1,2,1.30 GHz,3.6 W,,90°C
Mobile,End of Interactive Support,Q2'10,45 nm,N/A,1,2,1.60 GHz,2.2 W,3.2 GB/s,0 to +90°C
Mobile,End of Interactive Support,Q2'08,45 nm,$50.00 ,1,NA,1.33 GHz,2.2 W,,90°C
Embedded,Launched,Q3'10,45 nm,$64.00 ,1,2,1.30 GHz,3.6 W,,110°C
Mobile,End of Interactive Support,Q2'08,45 nm,$65.00 ,1,NA,1.60 GHz,2 W,,90°C
Embedded,End of Life,Q4'10,45 nm,N/A,1,2,1.30 GHz,7 W,,
Mobile,End of Interactive Support,Q2'10,45 nm,N/A,1,2,1.90 GHz,2.2 W,3.2 GB/s,0 to +90°C
Mobile,End of Interactive Support,Q1'10,45 nm,$64.00 ,1,2,1.66 GHz,5.5 W,,100°C
Mobile,End of Interactive Support,Q2'08,45 nm,$65.00 ,1,NA,1.60 GHz,2.2 W,,90°C
Mobile,End of Interactive Support,Q2'11,45 nm,N/A,1,2,1.20 GHz,3 W,,90
Embedded,End of Life,Q4'10,45 nm,N/A,1,2,1.30 GHz,7 W,,
Mobile,End of Interactive Support,Q2'10,45 nm,$64.00 ,1,2,1.66 GHz,6.5 W,,100°C 
Desktop,End of Interactive Support,Q1'10,45 nm,$43.00 ,1,2,1.66 GHz,10 W,6.4 GB/s,100°C
Desktop,End of Interactive Support,Q1'10,45 nm,$63.00 ,2,4,1.66 GHz,13 W,6.4 GB/s,100°C
Mobile,End of Interactive Support,Q2'08,45 nm,N/A,1,NA,1.86 GHz,2.4 W,,90°C
Mobile,End of Interactive Support,Q2'11,45 nm,N/A,1,2,1.50 GHz,3 W,,90
Embedded,Launched,Q3'10,45 nm,$74.00 ,1,2,1.60 GHz,4.5 W,,90°C
Mobile,End of Interactive Support,Q3'10,45 nm,N/A,2,4,1.50 GHz,8.5 W,,
Mobile,End of Interactive Support,Q1'10,45 nm,N/A,1,2,1.83 GHz,6.5 W,,100°C 
Mobile,End of Interactive Support,Q2'09,45 nm,N/A,1,NA,2.00 GHz,2.4 W,,90°C
Mobile,End of Interactive Support,Q2'08,45 nm,$32.00 ,1,NA,1.60 GHz,2.5 W,,90°C
Desktop,End of Interactive Support,Q3'08,45 nm,N/A,2,NA,1.60 GHz,8 W,,85.2°C
Mobile,Launched,Q1'11,45 nm,N/A,2,4,1.66 GHz,8.5 W,,
Embedded,Launched,Q3'10,45 nm,$85.00 ,1,2,1.60 GHz,4.5 W,,110°C
Mobile,End of Interactive Support,Q2'10,45 nm,N/A,1,NA,2.13 GHz,2.5 W,,90°C
Mobile,End of Interactive Support,Q2'10,45 nm,N/A,1,2,1.83 GHz,6.5 W,,100°C
Desktop,End of Interactive Support,Q2'10,45 nm,$63.00 ,2,4,1.80 GHz,13 W,6.4 GB/s,100°C
Desktop,End of Interactive Support,Q2'10,45 nm,$42.00 ,1,2,1.80 GHz,10 W,6.4 GB/s,100°C
Mobile,End of Interactive Support,Q1'09,45 nm,N/A,1,NA,1.66 GHz,2.5 W,,90°C
Embedded,Launched,Q2'14,32 nm,$13.39 ,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,Q1'14,32 nm,$10.70 ,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,Q2'14,32 nm,$11.23 ,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,Q2'14,32 nm,$12.31 ,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,Q1'14,32 nm,$10.16 ,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,Q2'14,32 nm,$11.77 ,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,Q4'13,32 nm,$9.62 ,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Server,Launched,Q4'12,32 nm,"$1,350.00 ",4,8,1.73 GHz,130 W,,95 C
Server,Launched,Q2'17,32 nm,"$4,650.00 ",8,16,2.66 GHz,170 W,,95.0 C
Server,Launched,Q4'16,14 nm,"$3,368.00 ",72,NA,1.50 GHz,260 W,115.2 GB/s,
Server,End of Life,Q2'13,22 nm,N/A,57,NA,1.10 GHz,300 W,240 GB/s,
Server,End of Life,Q2'13,22 nm,N/A,57,NA,1.10 GHz,300 W,240 GB/s,
Server,End of Life,Q3'11,32 nm,N/A,4,8,3.60 GHz,95 W,21 GB/s,56.7°C
Server,Launched,Q3'17,14 nm,$192.00 ,4,8,1.60 GHz,35 W,,
Server,End of Life,Q1'11,32 nm,$188.00 - $195.00,4,4,1.60 GHz,80 W,25.6 GB/s,
Embedded,Launched,Q2'12,,$389.00 ,4,8,1.00 GHz,25 W,25.6 GB/s,100°C
Server,Launched,Q2'13,22 nm,$193.00 - $203.00,4,4,3.10 GHz,80 W,25.6 GB/s,
Embedded,Launched,Q2'15,14 nm,$393.00 ,4,8,1.80 GHz,47 W,25.6 GB/s,105°C
Server,Launched,Q4'15,14 nm,$193.00 - $203.00,4,4,3.00 GHz,80 W,34.1 GB/s,
Server,Launched,Q1'17,14 nm,$193.00 - $203.00,4,4,3.00 GHz,72 W,37.5 GB/s,
Server,End of Life,Q1'12,32 nm,$2057.00 - $2061.00,8,16,2.90 GHz,135 W,51.2 GB/s,72.0 °C
Server,Launched,Q3'13,22 nm,$2614.00 - $2618.00,12,24,2.70 GHz,130 W,59.7 GB/s,86°C 
Server,Launched,Q3'13,22 nm,$2336.00 - $2340.00,12,24,2.40 GHz,115 W,59.7 GB/s,81°C 
Server,Launched,Q2'16,14 nm,$294.00 - $297.00,4,8,3.50 GHz,140 W,76.8 GB/s,69°C
Server,Launched,Q2'16,14 nm,$406.00 ,4,8,3.70 GHz,140 W,76.8 GB/s,69°C
Server,Launched,Q2'16,14 nm,$617.00 - $621.00,6,12,3.60 GHz,140 W,76.8 GB/s,69°C
Server,Launched,Q2'16,14 nm,"$1,113.00 ",8,16,3.20 GHz,140 W,76.8 GB/s,70°C
Server,Launched,Q2'16,14 nm,"$1,723.00 ",8,16,3.40 GHz,140 W,76.8 GB/s,70°C
Server,Launched,Q1'16,14 nm,$213.00 ,6,6,1.70 GHz,85 W,59.7 GB/s,73°C
Embedded,Launched,Q1'16,14 nm,$363.00 ,8,16,1.60 GHz,50 W,59.7 GB/s,94°C
Server,Launched,Q1'16,14 nm,$306.00 - $310.00,8,8,1.70 GHz,85 W,59.7 GB/s,74°C
Embedded,Launched,Q1'16,14 nm,$779.00 ,10,20,2.20 GHz,75 W,68.3 GB/s,87°C
Server,Launched,Q1'16,14 nm,$417.00 - $422.00,8,16,2.10 GHz,85 W,68.3 GB/s,74°C
Server,Launched,Q1'16,14 nm,$444.00 ,4,8,2.60 GHz,85 W,68.3 GB/s,73°C
Embedded,Launched,Q1'16,14 nm,"$1,364.00 ",12,24,1.90 GHz,75 W,68.3 GB/s,87°C
Server,Launched,Q1'16,14 nm,$612.00 ,10,20,1.80 GHz,55 W,68.3 GB/s,62°C
Server,Launched,Q1'16,14 nm,$667.00 - $671.00,10,20,2.20 GHz,85 W,68.3 GB/s,74°C
Server,Launched,Q1'16,14 nm,$996.00 ,4,8,3.50 GHz,135 W,76.8 GB/s,75°C
Server,Launched,Q1'16,14 nm,$939.00 ,10,20,2.40 GHz,90 W,68.3 GB/s,76°C
Server,Launched,Q1'16,14 nm,"$1,552.00 ",6,12,3.40 GHz,135 W,76.8 GB/s,75°C
Embedded,Launched,Q1'16,14 nm,"$1,544.00 ",14,28,1.80 GHz,75 W,76.8 GB/s,87°C
Server,Launched,Q1'16,14 nm,"$1,329.00 ",14,28,1.70 GHz,65 W,76.8 GB/s,64°C
Server,Launched,Q1'16,14 nm,$1166.00 - $1171.00,12,24,2.20 GHz,105 W,76.8 GB/s,80°C
Server,Launched,Q1'16,14 nm,"$1,445.00 ",14,28,2.00 GHz,105 W,76.8 GB/s,79°C
Server,Launched,Q1'16,14 nm,"$2,057.00 ",8,16,3.20 GHz,135 W,76.8 GB/s,78°C
Embedded,Launched,Q1'16,14 nm,"$1,832.00 ",14,28,2.30 GHz,105 W,76.8 GB/s,91°C
Server,Launched,Q1'16,14 nm,$1745.00 - $1749.00,14,28,2.40 GHz,120 W,76.8 GB/s,86°C
Server,Launched,Q1'16,14 nm,"$1,846.00 ",16,32,2.10 GHz,120 W,76.8 GB/s,84°C
Server,Launched,Q1'16,14 nm,$2141.00 - $2145.00,12,24,3.00 GHz,160 W,76.8 GB/s,76°C
Server,Launched,Q1'16,14 nm,$2090.00 - $2094.00,14,28,2.60 GHz,135 W,76.8 GB/s,89°C
Server,Launched,Q1'16,14 nm,$2424.00 - $2428.00,18,36,2.10 GHz,120 W,76.8 GB/s,84°C
Server,Launched,Q1'16,14 nm,"$2,891.00 ",16,32,2.60 GHz,145 W,76.8 GB/s,78°C
Server,Launched,Q1'16,14 nm,"$2,702.00 ",18,36,2.30 GHz,145 W,76.8 GB/s,79°C
Server,Launched,Q1'16,14 nm,"$3,226.00 ",20,40,2.20 GHz,135 W,76.8 GB/s,90°C
Embedded,Launched,Q4'16,14 nm,"$4,560.00 ",22,44,2.20 GHz,145 W,76.8 GB/s,
Server,Launched,Q1'16,14 nm,"$4,115.00 ",22,44,2.20 GHz,145 W,76.8 GB/s,79°C
Server,Launched,Q4'16,14 nm,"$4,938.00 ",22,44,2.40 GHz,145 W,76.8 GB/s,
Server,Launched,Q2'16,14 nm,"$1,219.00 ",10,20,1.80 GHz,105 W,68 GB/s,79
Server,Launched,Q2'16,14 nm,"$1,668.00 ",10,20,2.10 GHz,105 W,68 GB/s,79
Server,Launched,Q2'16,14 nm,"$2,225.00 ",10,10,2.60 GHz,135 W,68 GB/s,82
Embedded,Launched,Q2'16,14 nm,"$2,535.00 ",14,28,1.80 GHz,75 W,68 GB/s,87
Server,Launched,Q2'16,14 nm,"$2,837.00 ",12,24,2.10 GHz,105 W,68 GB/s,80
Server,Launched,Q2'16,14 nm,"$3,838.00 ",14,28,2.20 GHz,105 W,68 GB/s,80
Server,Launched,Q2'16,14 nm,"$4,616.00 ",8,16,2.50 GHz,135 W,68 GB/s,82
Server,Launched,Q2'16,14 nm,"$4,727.00 ",16,32,2.20 GHz,120 W,68 GB/s,83
Server,Launched,Q2'16,14 nm,"$5,729.00 ",18,36,2.20 GHz,135 W,68 GB/s,87
Server,Launched,Q2'16,14 nm,"$7,007.00 ",22,44,2.20 GHz,135 W,68 GB/s,90
Server,Launched,Q3'14,22 nm,$213.00 - $217.00,6,6,1.60 GHz,85 W,51 GB/s,72.8°C
Embedded,Launched,Q3'14,22 nm,$441.00 ,6,12,2.00 GHz,52 W,59 GB/s,88.84°C
Server,Launched,Q3'14,22 nm,$306.00 ,6,6,1.90 GHz,85 W,51 GB/s,70.9°C
Embedded,Launched,Q3'14,22 nm,$779.00 ,8,16,2.30 GHz,75 W,59 GB/s,87.025°C
Server,Launched,Q3'14,22 nm,$417.00 - $422.00,6,12,2.40 GHz,85 W,59 GB/s,72.6°C
Server,Launched,Q3'14,22 nm,$444.00 ,4,8,3.00 GHz,105 W,59 GB/s,80.2°C
Embedded,Launched,Q3'14,22 nm,"$1,364.00 ",10,20,2.00 GHz,75 W,59 GB/s,87.025°C
Server,Launched,Q3'14,22 nm,$667.00 - $671.00,8,16,2.40 GHz,85 W,59 GB/s,72.1°C
Server,Launched,Q3'14,22 nm,$612.00 ,8,16,1.80 GHz,55 W,59 GB/s,60.4°C
Server,Launched,Q3'14,22 nm,$996.00 ,4,8,3.50 GHz,135 W,68 GB/s,76.6°C
Server,Launched,Q3'14,22 nm,$939.00 - $944.00,8,16,2.60 GHz,90 W,59 GB/s,74.3°C
Server,Launched,Q3'14,22 nm,"$1,552.00 ",6,12,3.40 GHz,135 W,68 GB/s,77.3°C
Server,Launched,Q3'14,22 nm,$1166.00 - $1171.00,10,20,2.30 GHz,105 W,68 GB/s,78.9°C
Embedded,Launched,Q3'14,22 nm,"$1,544.00 ",12,24,1.80 GHz,75 W,68 GB/s,87.025°C
Server,Launched,Q3'14,22 nm,"$1,329.00 ",12,24,1.80 GHz,65 W,68 GB/s,63.6°C
Embedded,Launched,Q3'14,22 nm,"$1,832.00 ",12,24,2.20 GHz,105 W,68 GB/s,86.95
Embedded,Launched,Q1'15,22 nm,"$1,832.00 ",12,24,2.20 GHz,105 W,68 GB/s,91
Server,Launched,Q3'14,22 nm,$1445.00 - $1449.00,10,20,2.60 GHz,105 W,68 GB/s,79°C
Server,Launched,Q3'14,22 nm,"$2,057.00 ",8,16,3.20 GHz,135 W,68 GB/s,77.8°C
Server,Launched,Q3'14,22 nm,$1589.00 - $1593.00,12,24,2.30 GHz,120 W,68 GB/s,84.5°C
Server,Launched,Q3'14,22 nm,$1745.00 - $1749.00,12,24,2.50 GHz,120 W,68 GB/s,84.5°C
Server,Launched,Q3'14,22 nm,"$1,846.00 ",14,28,2.00 GHz,120 W,68 GB/s,82.5°C
Server,Launched,Q2'15,22 nm,"$1,219.00 ",10,20,1.70 GHz,105 W,68 GB/s,77.6°C
Server,Launched,Q2'15,22 nm,"$1,668.00 ",10,20,2.00 GHz,105 W,68 GB/s,77.7°C
Server,Launched,Q3'14,22 nm,$2141.00 - $2145.00,10,20,3.10 GHz,160 W,68 GB/s,74.7°C
Server,Launched,Q2'15,22 nm,"$2,225.00 ",10,10,2.60 GHz,135 W,68 GB/s,86.4°C
Server,Launched,Q3'14,22 nm,$2090.00 - $2094.00,12,24,2.60 GHz,135 W,68 GB/s,89.9°C
Server,Launched,Q2'15,22 nm,"$2,859.00 ",12,24,1.90 GHz,105 W,68 GB/s,77.6°C
Server,Launched,Q3'14,22 nm,"$1,723.00 ",8,16,3.20 GHz,140 W,68 GB/s,66.26°C
Server,Launched,Q3'14,22 nm,$2424.00 - $2428.00,14,28,2.30 GHz,120 W,68 GB/s,82.6°C
Embedded,Launched,Q2'15,22 nm,"$2,405.00 ",12,24,1.70 GHz,105 W,68 GB/s,87°C
Server,Launched,Q3'14,22 nm,"$1,080.00 ",8,16,3.00 GHz,140 W,68 GB/s,65.9°C
Server,Launched,Q2'15,22 nm,"$3,838.00 ",12,24,2.10 GHz,105 W,68 GB/s,77.6°C
Server,Launched,Q3'14,22 nm,$583.00 - $586.00,6,12,3.50 GHz,140 W,68 GB/s,66.7°C
Server,Launched,Q3'14,22 nm,$2702.00 - $2706.00,14,28,2.60 GHz,145 W,68 GB/s,76.7°C
Server,Launched,Q2'15,22 nm,"$4,616.00 ",6,12,2.90 GHz,135 W,68 GB/s,84.4°C
Embedded,Launched,Q1'15,22 nm,$256.00 ,4,8,1.80 GHz,45 W,51.2 GB/s,92
Server,Launched,Q3'14,22 nm,$372.00 ,4,8,3.70 GHz,140 W,68 GB/s,66.2°C
Server,Announced,Q3'14,22 nm,N/A,16,32,2.30 GHz,135 W,68 GB/s,87.9°C
Server,Launched,Q2'15,22 nm,"$4,727.00 ",14,28,2.10 GHz,120 W,68 GB/s,82.5°C
Embedded,Launched,Q1'15,22 nm,$472.00 ,6,12,2.00 GHz,50 W,51.2 GB/s,93
Server,Launched,Q3'14,22 nm,$294.00 - $297.00,4,8,3.50 GHz,140 W,68 GB/s,66.2°C
Server,Launched,Q2'15,22 nm,"$5,729.00 ",16,32,2.00 GHz,135 W,68 GB/s,87.6°C
Embedded,Launched,Q1'15,22 nm,$811.00 ,8,16,1.80 GHz,55 W,51.2 GB/s,93
Server,Launched,Q2'15,22 nm,"$7,007.00 ",18,36,2.10 GHz,135 W,68 GB/s,87.6°C
Embedded,Launched,Q1'15,22 nm,"$1,555.00 ",10,20,1.80 GHz,70 W,51.2 GB/s,83
Embedded,Launched,Q1'15,22 nm,$608.00 ,8,16,2.00 GHz,65 W,51.2 GB/s,86
Server,Announced,Q3'14,22 nm,N/A,18,36,2.30 GHz,145 W,68 GB/s,76.4°C
Server,Launched,Q3'13,22 nm,$2057.00 - $2061.00,10,20,3.00 GHz,130 W,59.7 GB/s,88°C 
Server,Launched,Q3'13,22 nm,$1723.00 - $1727.00,10,20,2.80 GHz,115 W,59.7 GB/s,82°C 
Server,Launched,Q3'13,22 nm,$2108.00 - $2112.00,8,16,3.40 GHz,150 W,59.7 GB/s,72°C 
Server,Launched,Q3'13,22 nm,$1552.00 - $1556.00,10,20,2.50 GHz,115 W,59.7 GB/s,82°C 
Server,Launched,Q3'13,22 nm,"$2,057.00 ",8,16,3.30 GHz,130 W,59.7 GB/s,74°C 
Server,Launched,Q3'13,22 nm,$1389.00 - $1393.00,10,20,2.20 GHz,95 W,59.7 GB/s,75°C 
Server,Launched,Q3'13,22 nm,"$1,219.00 ",10,20,1.70 GHz,70 W,51.2 GB/s,65°C 
Embedded,Launched,Q3'13,22 nm,"$1,750.00 ",10,20,2.40 GHz,95 W,59.7 GB/s,87°C 
Server,Launched,Q3'13,22 nm,$1166.00 - $1171.00,8,16,2.60 GHz,95 W,59.7 GB/s,75°C 
Server,Launched,Q1'14,22 nm,"$1,440.00 ",10,20,2.40 GHz,95 W,38.4 GB/s,80°C
Embedded,Launched,Q3'13,22 nm,"$1,479.00 ",10,20,1.90 GHz,70 W,59.7 GB/s,92°C 
Server,Launched,Q1'14,22 nm,"$1,219.00 ",10,20,1.70 GHz,60 W,38.4 GB/s,68°C
Server,Launched,Q3'13,22 nm,"$1,552.00 ",6,12,3.50 GHz,130 W,59.7 GB/s,74°C 
Server,Launched,Q1'14,22 nm,"$1,107.00 ",8,16,2.50 GHz,95 W,38.4 GB/s,80°C
Server,Launched,Q1'14,22 nm,"$4,394.00 ",12,24,2.40 GHz,115 W,59.7 GB/s,81°C
Embedded,Launched,Q1'14,22 nm,"$1,424.00 ",10,20,1.80 GHz,70 W,38.4 GB/s,90.9°C
Server,Launched,Q3'13,22 nm,$885.00 - $889.00,8,16,2.00 GHz,95 W,51.2 GB/s,75°C 
Server,Launched,Q3'13,22 nm,$996.00 ,4,8,3.50 GHz,130 W,59.7 GB/s,76°C 
Server,Launched,Q1'14,22 nm,"$3,616.00 ",10,20,2.40 GHz,95 W,59.7 GB/s,75°C
Server,Launched,Q1'14,22 nm,$832.00 ,8,16,1.90 GHz,95 W,38.4 GB/s,80°C
Server,Launched,Q3'13,22 nm,$612.00 ,6,12,2.40 GHz,60 W,51.2 GB/s,63°C 
Server,Launched,Q1'14,22 nm,$612.00 ,6,12,2.40 GHz,60 W,38.4 GB/s,69°C 
Server,Launched,Q1'14,22 nm,"$2,725.00 ",10,20,2.20 GHz,95 W,59.7 GB/s,75°C
Server,Launched,Q3'13,22 nm,$612.00 - $616.00,6,12,2.60 GHz,80 W,51.2 GB/s,71°C 
Server,Launched,Q1'14,22 nm,$551.00 ,6,12,2.50 GHz,80 W,38.4 GB/s,76°C 
Server,Launched,Q1'14,22 nm,"$2,108.00 ",8,8,3.30 GHz,130 W,59.7 GB/s,88°C
Embedded,Launched,Q1'14,22 nm,"$2,405.00 ",10,20,1.90 GHz,70 W,59.7 GB/s,92°C 
Embedded,Launched,Q3'13,22 nm,"$1,216.00 ",8,16,1.90 GHz,70 W,51.2 GB/s,92°C 
Embedded,Launched,Q1'14,22 nm,"$1,013.00 ",8,16,1.80 GHz,60 W,38.4 GB/s,89.2°C
